video_id,comment_id,text,label,notes
bHtI3lCm8wU,UgxAftKReKFyOdYs-9t4AaABAg,"Cuba perdió toda la prosperidad y modernidad que había ganado antes de 1959, es un país donde sus ciudadanos buscan emigrar desesperadamente, como nunca antes de 1959",,
bHtI3lCm8wU,UgyuZuniKNjV3RMkd554AaABAg,"Cuántos millonarios recursos tuvo de la URSS parásitamente, y que despilfarró en su obsesión de tratar de ser visto como un mesías tercermundista, financiando guerrillas y grupos subversivos, participando en guerras en Africa, y en hacer donaciones constructivas ca otros países cuando las casas de los cubanos se están cayendo, sin contra sus túneles populares que tanto material de construcción despilfarraron.",,
srH80O3G_uQ,UgzTh0ejyMORTlShzOl4AaABAg,Cierto está gastando mil millones de dólares por día el distractor Epstein files destruirá la economía 🇺🇸,,
2I6B6QSY7AA,UgxiVR7S6UesuLwZRbp4AaABAg,"""un dictador no hace campaña ni busca votos"" 
Y de qué sirve que haya supuesta democracia si al final todas las elecciones donde ganó fueron trucadas y la oposicion intimidada. 
Eso es lo que hace un dictador que te quiere hacer creer que existe democracia. 
Me parece muy ingenuo tu argumento siendo que la gente te llama ""inteligente""",,
_he3Z-xUr3g,UgxH9TiFZPrReX_OWbp4AaABAg,"Este caso es parecido al de George Floyd, donde todos los ""progres"" y ""wokemaniacs"" salieron en masa a denunciar el supuesto racismo policial por el simple hecho de que el detenido era de raza negra. Todo esto se debe al simple hecho de que se creen superiores intelectual y moralmente de los policías a los que consideran seres inferiores a ellos porque pertenecen a una clase social más baja. Porque no olvidemos el hecho de que todo el movimiento ""progre"" del primer mundo es liderado por niños/as/es de papá y respaldado por   seres improductivos que viven del sistema a costa del esfuerzo del emprendedor y de la masa laboral que los mantiene mientras solo se dedican a desprender odio visceral a todos los sujetos que no respalden dicho odio catalogandolos de fascistas, nazis y otras memeces.",,
45J0q2xi7Qk,UgwaPI-wU2c06eQv3Fl4AaABAg,La toma de la embajada es la misma que se trata en la película Argo? Donde rescataban alrededor de seis rehenes escondidos en otra embajada?,,
2I6B6QSY7AA,UgyxLBcvEdBsfzLMgrJ4AaABAg,Este video debería mostrarse en las universidades como ejemplo de la ceguera del fanatismo,,
srH80O3G_uQ,Ugw6CnIzf0xRKoaXpkZ4AaABAg,A ver quiero ver su Enfoque es esto.,,
bHtI3lCm8wU,UgwF99YjRtaOOrOmuyJ4AaABAg.AQPB9_ajA8oARLFdpoVd0e,@MUNDOCINEREVIEWtienen 7 años diciendo eso y nada más no pasa jajajaja. No le crean todo lo que les dice Loret de Mola.,,
srH80O3G_uQ,UgzKnkII9F_90dsXREJ4AaABAg,"Ojalá que tu análisis sea cierto. Trump debe recibir un jalón de orejas y más.
Que viva Palestina e Irán!!",,
_he3Z-xUr3g,Ugwn-5zW4E6VHdPqEfp4AaABAg,"Se les tomaron el pais, ya no es España",,
2I6B6QSY7AA,UgzF5aP1zHHi79agYN54AaABAg,Le faltó calle al menzorin,,
bHtI3lCm8wU,UgwRRequIsn7vxTko7R4AaABAg,Los castros son los que condenaron a Cuba satánicos mira  mi cuba.    nicos mi,,
_he3Z-xUr3g,Ugy6KVJ6CwgJ3rOfNe54AaABAg.AUtwJh6WK6vAUxLW-mIvFa,"No te preocupes, los mexicanos tenemos que soportar a la analfabeta de la presidenta (con A) que se queja por estupideces mientras los problemas más importantes son ignorados.",,
bHtI3lCm8wU,UgwgJ8X5h12CjyLaiNB4AaABAg,"Las verdades que se dicen en el video molestan a los esbirros castristas extranjeros porque ellos quieren que los videos sobre la destrucción castrista de la economía cubana no mencionen como culpable al tirano Fidel Castro sino a terceros países, usando el cacareado supuesto ""bloqueo imperialista"" cuya narrativa solo funciona entre extranjeros castristas bobalicones, mas no con el pueblo cubano que sabe bien que el culpable es el tirano Fidel Castro",,
45J0q2xi7Qk,UgwMRHaekVaaw6KUegl4AaABAg,ALWAYS KING REZAAAAAAAAAAAAAAAAA PAHLVIIIIIIIIIII💚💚💚💚🤍🤍🤍🤍❤❤❤❤,,
2I6B6QSY7AA,UgxjrcL5Y1D3BKRcBVN4AaABAg,Que porque le dijo que no es socialista significa que no es socialista? O porque alguien lo abraza significa que lo quieren??? Y dicen que Diego es inteligente 😂😂😂,,
45J0q2xi7Qk,UgxYCoALG6VNV8cVl8V4AaABAg,"-Monarquías puliendo el dinero de los impuestos en festines.
-Imperialismo británico, estadounidense y soviético.
-Policias asesinando opositores y con Israel de por medio.
-Dictaduras teocrática con represión a homosexuales entre otros...
Pero para muchos los malos son ""los zurdos"", ""progres"" ""feministas""que supuestamente apoyan al ayatola.. 😐 Así nos va al mundo hispano 😔",,
bHtI3lCm8wU,UgzCR-rxjwai5eKf4Ld4AaABAg,Cuba es una sanguijuela que vive de los de la unión Soviética y de Venezuela los cubanos son de la acera del frente 😂😂😂😂😂😂 así que los gringos no es interesa esa isla que solo sirve para atrasar el paso de los aviones para América,,
2I6B6QSY7AA,UgwVFkQ5XUp7pf19aNt4AaABAg,Cómo me dan risa estos comunistas aunque intenten tapar el sol con un dedo no podrán,,
_he3Z-xUr3g,Ugzy-G5zEDVlgOHAw-d4AaABAg.AUu2gV7zr0BAUu4LR0iMZr,Así estamos. Honor a los policías que aún jugándose el puesto por los idiotas podemitas y ppsoeitas intentan cumplir la ley,,
2I6B6QSY7AA,Ugw548i2uCFbrppkLJd4AaABAg.ARWM20xqsMuARXbMY4UG6x,😂😂😂😂😂😂 ya no habrá quien le arroje migajas,,
bHtI3lCm8wU,UgzrQexYdM3HIO9PEPB4AaABAg,"Cuba tiene la tercera mas alta inflación del mundo. Eso es lo que ocurre cuando se imprime papel moneda sin un respaldo en bienes y servicios, dado que la tiranía castrista destruyó el sector productivo cubano. Por eso el peso cubano hoy no sirve ni como papel sanitario, pese a que antes de 1959 llegó a valer mas que el dólar. Hoy en Cuba la moneda fuerte es el dólar, y la mayoría de la gente tiene dólares gracias a sus familiares emigrados especialmente los que viven en EEUU. Una de las fuentes más importante de ingresos de la tiranía castrista, son las remesas de cubanos en el exterior.",,
45J0q2xi7Qk,Ugz9ThMTgVP0dnNc2ZB4AaABAg.AU0_znHQ1xLAU6KONlSrXn,"@martinparraga-bp1zg el truco de culpar a israel y USA ya no sirve, esos grupos *revolucionarios* siempre son el mal del mundo",,
45J0q2xi7Qk,UgzNk_QNdapeQxPdnXp4AaABAg,Una tiranía x otra igual,,
2I6B6QSY7AA,UgzsjmYvlqqGfbKHvZN4AaABAg,"Pinche cantinflas chairo-rebuscado, estás bien pendejo.",,
bHtI3lCm8wU,UgzA12FJRozJuVa3UyN4AaABAg,"En la calle de Cuba, la narrativa del cacareado bloqueo se ha ido desmoronando progresivamente conforme se ha hecho evidente la errática dirección del país, reconocible en la implementación de políticas económicas fallidas que han dejado un elevadísimo costo humano y material, para ceder todo el protagonismo a la corrupción político-administrativa como causa fundamental del naufragio de Cuba, a lo cual ni la familia Castro se salva. El embargo estadounidense es un pretexto victimizador de cara a la comunidad internacional. Para la gran mayoría de los cubanos el problema es netamente doméstico: el gobierno de la isla, en pleno, es corrupto. Dentro del gobierno de la mafia castrista, el que no corre, vuela; el que no mata a la vaca, le agarra la pata. Cuba es un cuerpo en descomposición.",,
45J0q2xi7Qk,Ugx4jjycUO_MKry6V_14AaABAg,en una revolucion unos sufren otros ganan el puesto de los contraros y el pueblo sigue siendo oprimido por los nuevos lideres los pobres de la revolucion terminan ciendo millonarios los civiles solo terminan ciendo escalera de los nuevos tiranos  igual con las votaciones politicas y los partidos politicos  salen unos ladrones politicos y entran los pobres a combertirse en millonarios asi es aqui en Guatemala  y otros paises vecinos,,
bHtI3lCm8wU,UgwtcHylmD-hKjclQMt4AaABAg.AQHbFWxZvrHAQuCoKinW-i,Pendejazo nivel dios,,
srH80O3G_uQ,Ugy9csRlItJqbsjHDh94AaABAg.AU3ksd7fTOMAU3mP9gaaP8,"Claro que si lo dijo en el video con Farid “Análisis de canción: Es épico - Canserbero” minuto 17:00

Una prueba más de que Ruzzarin solo es un ignorante con mucha convicción",,
45J0q2xi7Qk,UgyMVdfSNauug9ozCJJ4AaABAg,"He visto muchos videos de ciudades Iraníes donde las mujeres no andan con su cabello cubierto,y en muchos restaurantes tanto hombres como mujeres tomando bebidas como cervesas y vinos,Ya no se sabe a quién creer.",,
2I6B6QSY7AA,UgyWFAclEhwvsUgG1Yt4AaABAg,"P E N D E J O  resumido en Cuba también hacen campaña, Nicaragua, y todos lo adoran si no te matan , nadie va hablar mal de ellos,,  por eso te repito eres pendejo o te haces. Y la gente que te sigue dicen es un tipo muy culto, sabe mucho 😂😂",,
bHtI3lCm8wU,UgxE-LA1Zm00rWMbz-p4AaABAg,que se jodan,,
srH80O3G_uQ,Ugw-5s0iMYmGA6B8iwl4AaABAg,"No hay nada más difícil que y desgastante que la ""guerra de guerrillas"", y #EEUU lo experimentó en #Vietnam. . . .🔥🔥💀💀🔥🔥",,
bHtI3lCm8wU,Ugxmx1HuaC-emN2sUkx4AaABAg,Fidel Castro was a big clown and bozo. He still is.,,
bHtI3lCm8wU,Ugwf6NvWdvoYtwknrgV4AaABAg,"Los comunistas no reconocen derechos a los demás, son odiadores. Solo hablan de luchas de clases, y a todo el que discrepe de ellos les llama ""fascista"" o ""facho"", son intolerantes, por eso para sostenerse en el poder solo pueden hacerlo imponiendo tiranías represoras de las libertades. El solo hecho de que autoasignen  el derecho a imponer una ""dictadura del proletariado"", sea cual sea la justificación que quieran dar a ello, es muestra del totalitarismo de esa ideología",,
bHtI3lCm8wU,UgxwEe2Y7UbxkzppVZh4AaABAg,"“todo poder amplia y prolongadamente ejercido, degenera en casta. Con la casta, vienen los intereses, las altas posiciones, los miedos a perderlas, las intrigas para sostenerlas”, y “Todo el poder que iría adquiriendo la casta de funcionarios, ligados por la necesidad de mantenerse en una ocupación privilegiada y pingüe, lo iría perdiendo el pueblo que no tiene las mismas razones de complicidad en esperanza y provechos, para hacer frente a los funcionarios enlazados por intereses comunes. Como todas las necesidades públicas vendrían a ser satisfechas por el estado, adquirirían los funcionarios entonces la influencia enorme que naturalmente viene a los que distribuyen algún derecho o beneficio. El hombre que quiere ahora que el estado cuide de él para no tener que cuidar él de sí, tendría que trabajar entonces en la medida, por el tiempo y en la labor que pudiese el estado asignarle, puesto que a éste, sobre quien caerían todos los deberes, se darían naturalmente todas las facilidades necesarias para recabar los medios de cumplir aquéllas.” (José Martí, Obras Completas 9, pag. 34)",,
bHtI3lCm8wU,UgzZm11K0iZqz7ClGft4AaABAg,"La Habana y Miami ahora son conocidas por los cubanos como ""las dos orillas"". Los cubanos dentro de Cuba imitan todo lo que les llega de Miami, en Cuba ha ocurrido una miamización de los cubanos. Somos el mismo pueblo dividido por una tiranía comunista.",,
45J0q2xi7Qk,UgzwtoDBme56dWUTADF4AaABAg,"Enserio están más interesados en comentar tonterías, piensen que en 2026 aún ay países donde matan a personas por ideologías estúpidas",,
bHtI3lCm8wU,Ugyh_xSmqfiG1AJIbHl4AaABAg,"El tirano Fidel Castro despilrfarró en tratar de vender su imagen mesiánica, los multimillonarios recursos que por tres décadas recibió de la exURSS, además de administrar mal la economía de Cuba, y he ahí las consecuencias. El resto de su destrucción es el resultado de la manera totalitaria y voluntarista, sin rendir cuentas a nadie y sin permitir objeciones, con la que dirigió a Cuba.",,
srH80O3G_uQ,Ugw2agJ5VD9i6xTs5G14AaABAg,Si cometió un gran error. Empezar el conflicto,,
srH80O3G_uQ,Ugyjr7PZExE-S59a0hR4AaABAg,"Por favor alguien podría decirme si EUA se viera perdido, podría disparar un bomba atómica como hizo en Japón, que haría el mundo?",,
srH80O3G_uQ,UgzBKqOh7iQgArZf0Qx4AaABAg,Diego haz colaboración con Danny bilvao,,
bHtI3lCm8wU,Ugyme1tADMq6sGIKGO54AaABAg,"On the streets of Cuba, the narrative of the much-touted blockade has been progressively crumbling as the erratic direction of the country has become evident, recognizable in the implementation of failed economic policies that have left an extremely high human and material cost, ceding all the prominence to political and administrative corruption as the fundamental cause of Cuba's downfall, from which not even the Castro family is exempt. The US embargo is a victimhood pretext used to portray the country to the international community. For the vast majority of Cubans, the problem is purely domestic: the entire island's government is corrupt. Within the Castro regime, it's a free-for-all; if you don't kill the cow, you grab its leg. Cuba is a rotting corpse.",,
2I6B6QSY7AA,UgwPtzj7dOJyj4NBIpJ4AaABAg,Pobrecito lo demonizaron a tu dios !!!!.,,
bHtI3lCm8wU,Ugz8voTEicUwUuZvTyV4AaABAg,american embargo destroyed Cuba,,
bHtI3lCm8wU,UgxJflmPYeWmXXDMokl4AaABAg,Cuba solo necesita una cosa: mandar a su tiranía comunista al  basurero de la historia (como hicieron en Europa del este),,
2I6B6QSY7AA,UgyNFLuewxl6SbjNjLR4AaABAg,No no no.....este tonto solo diciendo estupideces,,
bHtI3lCm8wU,UgyAkxca0UNuXwzRhjp4AaABAg,Resultó que Fidel castro era peor que Batista..,,
srH80O3G_uQ,UgwFttUijvqbxZ3UZ8B4AaABAg,Le doy 1 semana mas. Nib4 ni 5,,
bHtI3lCm8wU,UgzCd80v5WTzz-_03jp4AaABAg,Buenos días yo digo q ese mal parió debe estar ardiendo en el infierno.los gobiernos democráticos deberían actuar sin restricciones con ese tipo de gent,,
bHtI3lCm8wU,Ugy2AEwO-h_AcB0uQYl4AaABAg,"Los jóvenes de hace décadas cantaban Silvio Rodríguez, soñaban con que el Socialismo llegue.  A pesar de ver la desgracia de Cuba y  la ex-URRS, les decían ""conmigo si lo lograremos...el Socialismo del Siglo 21, La Revolución Ciudadana, El Indigenismo Cocalero, El Peronismo... luchará contra el Imperialismo...habrá Libertad, Igualdad, Fraternidad...""
SE LLENARON LOS BOLSILLOS ELLOS Y SUS SOCIOS DE TURNO, TRAICIONARON A DIOS, A LA PATRIA Y A SU PROPIA FAMILIA. 
QUE DIOS TENGA COMPASIÓN DE SUS ALMAS. 
Asesinos, delincuentes, narco-traficantes, prepotentes, escoria humana.  Eso es lo que lograron hacer de jóvenes que les creyeron a estos socialistas o mejor dicho 'socio-criminales' del Siglo 21.",,
2I6B6QSY7AA,Ugw1vM-6y8hPngVSZIl4AaABAg,"Saca ahora un vídeo entrevistándolo en USA mi Rezurdín, Recerdín el Jr Alucín",,
bHtI3lCm8wU,UgwseExsqtJcrz7nfp94AaABAg,esos precidente piensan que por qué le cierran La boca ala unidad    no falta quien cuente la verdad de las cosas,,
45J0q2xi7Qk,Ugx7ynu-GG-ozmXvAAp4AaABAg.AUAJ1ac5JM3AUSs3Ks0U7w,El porque vos no sí sos tan pro iraní porque no te vas irán,,
bHtI3lCm8wU,UgyrA6aPZo1wS0DXIcV4AaABAg,"Batista los recursos que obtuvo para Cuba para hacer las grandes avances económicos y llevó a cabo obras constructivas que dejó para la posteridad, fue a partir de atraer inversiones extranjeras para Cuba, mientras el tirano Fidel Castro obtuvo los recursos para Cuba parasitando de otros países, recursos que despilfarró. Y pensar que Cuba durante las primeras tres décadas castristas dispuso de multimillonarios recursos para desarrollarse proveniente de los subsidios de la exURSS y de un comercio ventajoso con Europa del este, y el tirano Fidel Castro los despilfarró en tratar de vender una imagen mesiánica de salvador del tercer mundo y que al final terminó como un viejo decrépito hablando de la moringa. Y lo peor es que, cuan buen tirano, nunca se le exigió ni se sintió obligado de rendir cuenta a nadie en Cuba de su despilfarro, como si los recursos fueran personales. Batista sabía del dinero que se movía entre algunos de estos personajes de la mafia norteamericana así que les permitió, sin moralismos hipócritas al estilo de los comunistas, hacer inversiones en Cuba para atraer capitales que beneficiaran a la economía cubana. Se le agradece su inteligencia para ello. Y lo logró, puso a la economía cubana entre las de mayor crecimiento en América (cosa que destruyó el tirano Fidel Castro haitianizando a Cuba). Hoy Cuba es un trampolín de las drogas de las guerrillas castrochavistas y del Cartel de los Soles, cosa que nunca pasó antes de 1959, donde nunca hubo problemas con las drogas en Cuba, algo que está bien documentado.",,
srH80O3G_uQ,Ugwoatjz2LJV_YkRYQh4AaABAg,Puras buenas noticias,,
2I6B6QSY7AA,UgwktQfvjJigMSd7m2B4AaABAg,Vas a caer tu sigues jajaja 🇺🇸🇺🇸🇺🇸,,
45J0q2xi7Qk,UgzafECDLuf6c61t1W14AaABAg,"En México afortunadamente las cosas cambiaron para bien que hasta abusan de la libertad de expresión y llaman a cualquier cosa ""dictadura"".",,
bHtI3lCm8wU,UgxE0ImTvMbyh56AlNR4AaABAg,Y lo peor de todo es que los ciudadanos cubanos no se lo merecen ya que son muy buenas personas con un gran corazón es triste verlos a si,,
2I6B6QSY7AA,UgxFLaqjT_gzL3KjTpp4AaABAg,Y ahora dicen que Ruzzarin borro los vídeos y la chingada pinche derecha y CIA toda meca,,
srH80O3G_uQ,UgzlZU2btOyuXfOkICN4AaABAg,"Esas condiciones que impone Irán indican que  están preparados para aguantar y que está armado hasta los dientes con armas poderosas que va a usar cuando pasen las 5 semanas en las que EEUU e Israel agoten esos misiles millonarios, ahí cabe el refrán : ""cuando gasten toda su pólvora en zamuros"" y luego vendrá la contraofensiva con el armamento pesado que tiene guardado Irán en sus búnkers subterráneos.",,
bHtI3lCm8wU,Ugy24ZtsGi1gc1KBEGh4AaABAg,"Los hambreados cubanos en Cuba no tienen comida porque el tirano Fidel Castro destruyó los sectores agropecuario y de la pesca, que siempre dieron suficiente  comida y a muy  bajos precios, antes de 1959, gracias a que Cuba tiene tierras fértiles (hoy improductivas y erosionadas por estar llenas de marabú) y estar rodeadas de mar, y un clima estable todo el año. Lo poco que pueden comer es gracias a los dólares que reciben de sus familiares principalmente de EEUU",,
srH80O3G_uQ,UgwDeN_M8Er1X-bD0t54AaABAg,Más claro? Imposible.,,
2I6B6QSY7AA,UgzfApklRQS5y-X57VV4AaABAg,El dictador con un modelo mucho más democrático que el de el pútrido sistema de tu país,,
bHtI3lCm8wU,Ugy-uMHqKmQfREvDM1h4AaABAg,"Dejó a Cuba en la ruina al morir, fue el peor gobernante que ha tenido Cuba, y pulverizó a las familias cubanas al provocar la mas alte emigración de Cuba de toda la historia de Cuba......Cuba se convirtió en un país en ruinas por los despilfarros de recursos constructivos por este tirano. La Habana pasó a ser de una de las ciudades mas modernas de América en 1959, a una versión ruinosa de capital, y los campos de Cuba se llenaron de marabú por su culpa",,
45J0q2xi7Qk,UgzI7xp6kJ3kWuxOzZR4AaABAg,Puro zurdo esta en contra de TRUMP y su agenda de exterminar DICTADORES 😢,,
_he3Z-xUr3g,UgyaXhkrP22vU185EXN4AaABAg,"500,000 legalizando a ilegales. España está terminada.",,
