text,dataset_source,use_for,label,text_clean
Mira esta escena sensual para ver por qué estas chicas traviesas con el coño afeitado saben cómo divertirse,multilingual_toxicity_dataset_es,train,1,mira esta escena sensual para ver por qué estas chicas traviesas con el coño afeitado saben cómo divertirse
Tal vez la peor plaga que asola a España sea la maldita inmigracion,multilingual_toxicity_dataset_es,train,1,tal vez la peor plaga que asola a españa sea la maldita inmigracion
Pero que a un niño normal o a un niño anormal lo adopte una pareja de anormales no es razonable,multilingual_toxicity_dataset_es,train,1,pero que a un niño normal o a un niño anormal lo adopte una pareja de anormales no es razonable
“Le creé un perfil a mi hermana y porque cuando yo subía alguna foto de ella a mis redes sociales mis amigos siempre le hacían preguntas a la perra”,multilingual_toxicity_dataset_es,train,1,“le creé un perfil a mi hermana y porque cuando yo subía alguna foto de ella a mis redes sociales mis amigos siempre le hacían preguntas a la perra”
"Si los ejércitos dejaran de reclutar a gente pobre y estúpida, ¿qué sería de nosotros? El problema es que él no es una excepción, sino más bien la expresión de una norma",multilingual_toxicity_dataset_es,train,1,"si los ejércitos dejaran de reclutar a gente pobre y estúpida, ¿qué sería de nosotros? el problema es que él no es una excepción, sino más bien la expresión de una norma"
"pero es que estos socialistas, no me jodas, son una panda de traidores comepollas que no hay quien los soporte",multilingual_toxicity_dataset_es,train,1,"pero es que estos socialistas, no me jodas, son una panda de traidores comepollas que no hay quien los soporte"
"Las mujeres no deberían desarrollar tareas fuera de casa ya que supone un impedimento importante a la hora de poder amamantar al hijo, y más aún cuando se quiere hacer una lactancia a demanda",multilingual_toxicity_dataset_es,train,1,"las mujeres no deberían desarrollar tareas fuera de casa ya que supone un impedimento importante a la hora de poder amamantar al hijo, y más aún cuando se quiere hacer una lactancia a demanda"
"Pero Dios nos salve de la vuelta de Pep, aunque nos motiva, quién se aguanta a la marica mala con 13 puntos de ventaja",multilingual_toxicity_dataset_es,train,1,"pero dios nos salve de la vuelta de pep, aunque nos motiva, quién se aguanta a la marica mala con 13 puntos de ventaja"
hacele un favor al mundo y morite,multilingual_toxicity_dataset_es,train,1,hacele un favor al mundo y morite
"A menudo solemos relacionar a los hooligans, esos degenerados de cabeza rapada, chupas de cuero y «botas de pisar negros», con el lado oscuro, deleznable y siniestro del fútbol",multilingual_toxicity_dataset_es,train,1,"a menudo solemos relacionar a los hooligans, esos degenerados de cabeza rapada, chupas de cuero y «botas de pisar negros», con el lado oscuro, deleznable y siniestro del fútbol"
""" // ""Le gusta pillársela con papel de fumar porque es una pelota de mierda que quiere hacerse la cumplidora",multilingual_toxicity_dataset_es,train,1,""" // ""le gusta pillársela con papel de fumar porque es una pelota de mierda que quiere hacerse la cumplidora"
Odie a todo varón hetero cis con el que estuve alguna vez,multilingual_toxicity_dataset_es,train,1,odie a todo varón hetero cis con el que estuve alguna vez
Evidentemente en el transcurso de la obra estudia tanto la psicología de las supuestas putas como la de los clientes,multilingual_toxicity_dataset_es,train,1,evidentemente en el transcurso de la obra estudia tanto la psicología de las supuestas putas como la de los clientes
"¿Puede el libro de un puto, izquierdoso, feminista y libertario volarnos la cabeza de amor?",multilingual_toxicity_dataset_es,train,1,"¿puede el libro de un puto, izquierdoso, feminista y libertario volarnos la cabeza de amor?"
Bajo esa logica si las feminazis no existen tampoco los machistas,multilingual_toxicity_dataset_es,train,1,bajo esa logica si las feminazis no existen tampoco los machistas
"Me parece correcto luchar con cosas retrógradas como el fanatismi religioso, el racismo, la discriminación y todo tipo de xenofobia, lo que sí me parece aun mas retrógrado es que existan grupos que se ofendan hasta porque un pajarito cague sentado y no de pie, cosas como el feminazismo y la tal ""identidad de género"" en serio que me parecen una idiotez, pasan de ser un grupo que reclama sus derechos, a ser un grupo que perjudica los derechos del bando de los ""straight""",multilingual_toxicity_dataset_es,train,1,"me parece correcto luchar con cosas retrógradas como el fanatismi religioso, el racismo, la discriminación y todo tipo de xenofobia, lo que sí me parece aun mas retrógrado es que existan grupos que se ofendan hasta porque un pajarito cague sentado y no de pie, cosas como el feminazismo y la tal ""identidad de género"" en serio que me parecen una idiotez, pasan de ser un grupo que reclama sus derechos, a ser un grupo que perjudica los derechos del bando de los ""straight"""
el trata de tomar el papel de un tiburón equipado con un rayo láser y de tratar de sobrevivir el mayor tiempo posible del demagogo mensaje feminazi,multilingual_toxicity_dataset_es,train,1,el trata de tomar el papel de un tiburón equipado con un rayo láser y de tratar de sobrevivir el mayor tiempo posible del demagogo mensaje feminazi
el feminismo es “un movimiento que busca poner a las mujeres por encima de los hombres” y es un movimiento social llevado a cabo por lunáticas o “feminazis”,multilingual_toxicity_dataset_es,train,1,el feminismo es “un movimiento que busca poner a las mujeres por encima de los hombres” y es un movimiento social llevado a cabo por lunáticas o “feminazis”
"Y ahora la potencial sustituta de aquél, Zapata, una inefable Alba López Mendiola, a la que no hace falta que la defina nadie, lo ha hecho ella por sí y de sí, como lema para su escudo: “Bollera, camionera, desviada, leñera feminazi”",multilingual_toxicity_dataset_es,train,1,"y ahora la potencial sustituta de aquél, zapata, una inefable alba lópez mendiola, a la que no hace falta que la defina nadie, lo ha hecho ella por sí y de sí, como lema para su escudo: “bollera, camionera, desviada, leñera feminazi”"
"Esto no se puede tolerar más, estas energúmenas, bien llamadas feminazis, muy crecidas tras criminalizar y denigrar al varón con el beneplácito y apoyo del Ministerio de Igualdad, con el dinero de todos los españoles, se permiten el lujo de blasfemar contra lo más sagrado",multilingual_toxicity_dataset_es,train,1,"esto no se puede tolerar más, estas energúmenas, bien llamadas feminazis, muy crecidas tras criminalizar y denigrar al varón con el beneplácito y apoyo del ministerio de igualdad, con el dinero de todos los españoles, se permiten el lujo de blasfemar contra lo más sagrado"
"cesar en que poco tiempo has desplegado tu baluarte ideológico de racismo, machismo, heterofobia, ay hijito, si ya sabemos que detras de toda esa verborrea de arcoiris, tolerancia, amor y pluralidad y blabla, se esconde un animalillo insolvente, intolerable, individualista y completamente antisocial; como las feminazis, los gays radicalillos de salón y botellón",multilingual_toxicity_dataset_es,train,1,"cesar en que poco tiempo has desplegado tu baluarte ideológico de racismo, machismo, heterofobia, ay hijito, si ya sabemos que detras de toda esa verborrea de arcoiris, tolerancia, amor y pluralidad y blabla, se esconde un animalillo insolvente, intolerable, individualista y completamente antisocial; como las feminazis, los gays radicalillos de salón y botellón"
"ya sabes el truco de los gays consiste mezclar drogas con glamour y así todo su racismo, xenofobia,machismo, heterofobia, misoginia les son perdonados y exhimidos de inmediato forever",multilingual_toxicity_dataset_es,train,1,"ya sabes el truco de los gays consiste mezclar drogas con glamour y así todo su racismo, xenofobia,machismo, heterofobia, misoginia les son perdonados y exhimidos de inmediato forever"
"Quién sino los gays se pasa lloriqueando el día por cualquier esquina que pille sobre su sueño de Family Man, sobre la familia, el matrimonio, adopción, herencias, libertad religiosa, hijos y demás inventos «heterosexuales»???",multilingual_toxicity_dataset_es,train,1,"quién sino los gays se pasa lloriqueando el día por cualquier esquina que pille sobre su sueño de family man, sobre la familia, el matrimonio, adopción, herencias, libertad religiosa, hijos y demás inventos «heterosexuales»???"
"Quién sino los gays que se pasan el día suplicando, lloriqueando, haciendole la pelota como descosidos desesperados pidiendo las instituciones «heterosexuales burguesas» a los agentes políticos y sociales más extraños como políticos monárquicos, políticos de extrema derecha y demás conservadores tradicionalistas, ongs y representantes de cualquiera de las sectas religiosas-legales o ilegales-, empresarios capitalistas, farándula más frívola y subnormal, anarcas drogados y sucios, progres felices de la orden y de la ley???",multilingual_toxicity_dataset_es,train,1,"quién sino los gays que se pasan el día suplicando, lloriqueando, haciendole la pelota como descosidos desesperados pidiendo las instituciones «heterosexuales burguesas» a los agentes políticos y sociales más extraños como políticos monárquicos, políticos de extrema derecha y demás conservadores tradicionalistas, ongs y representantes de cualquiera de las sectas religiosas-legales o ilegales-, empresarios capitalistas, farándula más frívola y subnormal, anarcas drogados y sucios, progres felices de la orden y de la ley???"
"Los maricas en todas sus publicaciones y actos dan una cabida cansina y exagerada hasta la náusea de publicidad comercial, de marcas capitalistas, de anuncios de productos de consumir y tirar, de empresas y empresarios capitalistas de dudoso proceder, de anunciantes burgueses",multilingual_toxicity_dataset_es,train,1,"los maricas en todas sus publicaciones y actos dan una cabida cansina y exagerada hasta la náusea de publicidad comercial, de marcas capitalistas, de anuncios de productos de consumir y tirar, de empresas y empresarios capitalistas de dudoso proceder, de anunciantes burgueses"
"Los gays en toda su manifestación se muestran ansiosos sexistas por follar, por el pene, por el coito y por el macho hetero",multilingual_toxicity_dataset_es,train,1,"los gays en toda su manifestación se muestran ansiosos sexistas por follar, por el pene, por el coito y por el macho hetero"
"Quien sino los gays muestran una idolatría neurótica compulsiva y traumática por el macho blanco, rico, poderoso, occidental, obediente y cumplidor del orden y la ley; exhibiendo cuando puede alcanzar un respito todo su clasismo, reaccionarismo, clericalismo, racismo, xenofobia, machismo, misoginia y demás fobias y filias hipócritamente travestidas",multilingual_toxicity_dataset_es,train,1,"quien sino los gays muestran una idolatría neurótica compulsiva y traumática por el macho blanco, rico, poderoso, occidental, obediente y cumplidor del orden y la ley; exhibiendo cuando puede alcanzar un respito todo su clasismo, reaccionarismo, clericalismo, racismo, xenofobia, machismo, misoginia y demás fobias y filias hipócritamente travestidas"
Las costas canarias están a merced de que venga el moro y nos lleve por delante,multilingual_toxicity_dataset_es,train,1,las costas canarias están a merced de que venga el moro y nos lleve por delante
"Lo paga por el hecho de ser moro, eso es más que racismo, es xenofobia, lo mismo que hacen algunos moros",multilingual_toxicity_dataset_es,train,1,"lo paga por el hecho de ser moro, eso es más que racismo, es xenofobia, lo mismo que hacen algunos moros"
"Conozco un caso de un policía que un juez le abrió diligencias un marroquí que estaba detenido y con muchos antecedentes por robos le dijo al juez que el policía le había dicho moro mierda siendo mentira solo que el detenido quería fumar y le dijo que estaba prohibido, ese día fue terrible para un policía con medallas, muchas felicitaciones y 30 años en el cuerpo mas de la mitad en el país vasco, el marroquí en libertad, el policía con diligencias abiertas por un presunto delito de insultos racistas, y la despedida del tipo cuando abría la puerta",multilingual_toxicity_dataset_es,train,1,"conozco un caso de un policía que un juez le abrió diligencias un marroquí que estaba detenido y con muchos antecedentes por robos le dijo al juez que el policía le había dicho moro mierda siendo mentira solo que el detenido quería fumar y le dijo que estaba prohibido, ese día fue terrible para un policía con medallas, muchas felicitaciones y 30 años en el cuerpo mas de la mitad en el país vasco, el marroquí en libertad, el policía con diligencias abiertas por un presunto delito de insultos racistas, y la despedida del tipo cuando abría la puerta"
"ya no se si el moro sueta un fetido o es el fetido el que suelta la fatwua o la fatwua suelta una castaña, o el autobus suelta un fetido o la fatua suelta un moro,,o un fetido suelta una fatwua y se convierte en moro el autobus shalon",multilingual_toxicity_dataset_es,train,1,"ya no se si el moro sueta un fetido o es el fetido el que suelta la fatwua o la fatwua suelta una castaña, o el autobus suelta un fetido o la fatua suelta un moro,,o un fetido suelta una fatwua y se convierte en moro el autobus shalon"
"Quien en esta entrada crea leer racismo (por lo del negro) o xenofobia (por los uruguááááchos) puede irse tranquilamente a tomar por el culo, pues yo he tenido una novia negra y tengo desde pequeñajo, pinta de moro, así que se de muy buena tinta, lo que es ser discriminado por negro o por extranjero",multilingual_toxicity_dataset_es,train,1,"quien en esta entrada crea leer racismo (por lo del negro) o xenofobia (por los uruguááááchos) puede irse tranquilamente a tomar por el culo, pues yo he tenido una novia negra y tengo desde pequeñajo, pinta de moro, así que se de muy buena tinta, lo que es ser discriminado por negro o por extranjero"
"José Luis Rodríguez Zapatero podría ser un gallego, en el sentido más peyorativo del término",multilingual_toxicity_dataset_es,train,1,"josé luis rodríguez zapatero podría ser un gallego, en el sentido más peyorativo del término"
"la raza blanca necesita expanderse y crecer otra vez ,si no ………………sera el fin eso es bueno que pase!por muchos motivos diferentes!",multilingual_toxicity_dataset_es,train,1,"la raza blanca necesita expanderse y crecer otra vez ,si no ………………sera el fin eso es bueno que pase!por muchos motivos diferentes!"
los negros esos hacen la labor que deberian hacer los castrados y mal llamados «hombres» tontos utiles diablos blancos!,multilingual_toxicity_dataset_es,train,1,los negros esos hacen la labor que deberian hacer los castrados y mal llamados «hombres» tontos utiles diablos blancos!
"la naturaleza es brutalmente eficiente y elimina tanta aberracion como puede! esas mujeres traidoras por sus propias acciones malevolas,se autoremueven de la piscina genetica blanca! algo muy mal estaba en sus psique y mentes cuando escogieron traicionar su propia estirpe!",multilingual_toxicity_dataset_es,train,1,"la naturaleza es brutalmente eficiente y elimina tanta aberracion como puede! esas mujeres traidoras por sus propias acciones malevolas,se autoremueven de la piscina genetica blanca! algo muy mal estaba en sus psique y mentes cuando escogieron traicionar su propia estirpe!"
Opinó que hay q acabar con la raza blanca ellos siempre han tenido todo lo q quieren a expensas d otras razas siempre se han sentido los dueños del mundo y no me dejaran mentir ellos lo tienen todo segregando y humillando y acabando con otras razas es hora de firmar un grupo financiado por Soros para acabar con ellos o ponerlos en el lugar que merecen a esta maldita raza desagradable,multilingual_toxicity_dataset_es,train,1,opinó que hay q acabar con la raza blanca ellos siempre han tenido todo lo q quieren a expensas d otras razas siempre se han sentido los dueños del mundo y no me dejaran mentir ellos lo tienen todo segregando y humillando y acabando con otras razas es hora de firmar un grupo financiado por soros para acabar con ellos o ponerlos en el lugar que merecen a esta maldita raza desagradable
Jaja se me hace que eres el típico sudaca acomplejado que compra el cuento de la «leyenda negra» española creado por los judios,multilingual_toxicity_dataset_es,train,1,jaja se me hace que eres el típico sudaca acomplejado que compra el cuento de la «leyenda negra» española creado por los judios
"rechazo a la posibilidad de diálogo con el Presidente legítimo de Venezuela Nicolás Maduro, es uno de los últimos gestos imperiales del gobierno gringo saliente, considerando que estos neo nazis de la ultra derecha, van fuera de la fingida democracia yanqui",multilingual_toxicity_dataset_es,train,1,"rechazo a la posibilidad de diálogo con el presidente legítimo de venezuela nicolás maduro, es uno de los últimos gestos imperiales del gobierno gringo saliente, considerando que estos neo nazis de la ultra derecha, van fuera de la fingida democracia yanqui"
"Entretanto los sabihondos de logroño en Venezuela, y hala mecates que van a territorio gringo a pedirles que nos invadan, ponen cual ejemplo a seguir a esa sociedad imperialista frustrada, hoy en manos de un magnate orate",multilingual_toxicity_dataset_es,train,1,"entretanto los sabihondos de logroño en venezuela, y hala mecates que van a territorio gringo a pedirles que nos invadan, ponen cual ejemplo a seguir a esa sociedad imperialista frustrada, hoy en manos de un magnate orate"
"decile que ""se devuelva a África""",multilingual_toxicity_dataset_es,train,1,"decile que ""se devuelva a áfrica"""
"alla en colombia esos malditos gringos estaran pendiente de como pervertir y denigrar a la mujer colombiana,ojo con esos HIENAS",multilingual_toxicity_dataset_es,train,1,"alla en colombia esos malditos gringos estaran pendiente de como pervertir y denigrar a la mujer colombiana,ojo con esos hienas"
"pero esperemos el resultado final, ojala que esos BUITRES CARROñEROS se largen de colombia, asi el pueblo venezolano podra trabajar mas en paz y continuar sus proyectos sociales sin la sombra de esos IMBECILES,ademas alertamos a la poblacion colombiana, a que pueden caer en lo que esta pasando Japon, alla en la tierra del sol naciente, su poblacion esta ostinada con años de ocupacion por las ordaz yankee y su continua violacion de jovencitas japonesas",multilingual_toxicity_dataset_es,train,1,"pero esperemos el resultado final, ojala que esos buitres carroñeros se largen de colombia, asi el pueblo venezolano podra trabajar mas en paz y continuar sus proyectos sociales sin la sombra de esos imbeciles,ademas alertamos a la poblacion colombiana, a que pueden caer en lo que esta pasando japon, alla en la tierra del sol naciente, su poblacion esta ostinada con años de ocupacion por las ordaz yankee y su continua violacion de jovencitas japonesas"
"Bué y ahí loco agarramo la bolita de ruleman loco y jugamo vieja, así hay q meterla en el Opi me tendé o bocharle la gilada al otro así se la chupa el puto",multilingual_toxicity_dataset_es,train,1,"bué y ahí loco agarramo la bolita de ruleman loco y jugamo vieja, así hay q meterla en el opi me tendé o bocharle la gilada al otro así se la chupa el puto"
"Uuuuhy el tontito que se cree invulnerable, uuuhy el neo liberal libertario que quiere salir a ganar plata, con su emprendo como propio jefe pero es un cagon en lucas, el tontito adorador de izquierdo",multilingual_toxicity_dataset_es,train,1,"uuuuhy el tontito que se cree invulnerable, uuuhy el neo liberal libertario que quiere salir a ganar plata, con su emprendo como propio jefe pero es un cagon en lucas, el tontito adorador de izquierdo"
"uuuhy el tontito con aires de gringo neo blanco que de rodillas quiere ser aceptado, el tontito pobrecito mirenlo apuesto te miras el apellido todos los días para ver si tienes ascendencia aria y crees que Bill gates te quiere meter un nano chip",multilingual_toxicity_dataset_es,train,1,"uuuhy el tontito con aires de gringo neo blanco que de rodillas quiere ser aceptado, el tontito pobrecito mirenlo apuesto te miras el apellido todos los días para ver si tienes ascendencia aria y crees que bill gates te quiere meter un nano chip"
"Luego cuando Juárez conspirase contra Maximiliano por ser blanco no gringo, lo envenenamos por indio pata rajada malinchista",multilingual_toxicity_dataset_es,train,1,"luego cuando juárez conspirase contra maximiliano por ser blanco no gringo, lo envenenamos por indio pata rajada malinchista"
"Pero si Tego hubiese hablado con la elocuencia de Ricky, seguramente usted diría: “Al negrito se le subieron los humos”",multilingual_toxicity_dataset_es,train,1,"pero si tego hubiese hablado con la elocuencia de ricky, seguramente usted diría: “al negrito se le subieron los humos”"
"—Pienso lo mismo —aproveché la coyuntura—, no deberíamos ensañarnos con los putos negratas, una buena paliza sería más conveniente",multilingual_toxicity_dataset_es,train,1,"—pienso lo mismo —aproveché la coyuntura—, no deberíamos ensañarnos con los putos negratas, una buena paliza sería más conveniente"
"Es una explicación del nivel de desarrollo nacional, es que la combinación del mestizaje de grupos inferiores—indios, españoles dañados, negros—la geografía paradisíaca de los trópicos, y la insólita riqueza natural del país conspiran para que no seamos una sociedad moderna y avanzada, en la que sólo una élite más o menos pura e ilustrada escapa a la deyección y el abismo",multilingual_toxicity_dataset_es,train,1,"es una explicación del nivel de desarrollo nacional, es que la combinación del mestizaje de grupos inferiores—indios, españoles dañados, negros—la geografía paradisíaca de los trópicos, y la insólita riqueza natural del país conspiran para que no seamos una sociedad moderna y avanzada, en la que sólo una élite más o menos pura e ilustrada escapa a la deyección y el abismo"
Estos indios pampas son sumamente inclinados al execrable pecado nefando,multilingual_toxicity_dataset_es,train,1,estos indios pampas son sumamente inclinados al execrable pecado nefando
la sanidad está colapsada por culpa de los migrantes,multilingual_toxicity_dataset_es,train,1,la sanidad está colapsada por culpa de los migrantes
los chinos no pagan impuestos,multilingual_toxicity_dataset_es,train,1,los chinos no pagan impuestos
"los chinos o japoneses son ""genéticamente inferiores"" a los cobrizo-hispanos y responsables del desempleo en el país.",multilingual_toxicity_dataset_es,train,1,"los chinos o japoneses son ""genéticamente inferiores"" a los cobrizo-hispanos y responsables del desempleo en el país."
El inefable Kim Jong-Un es un «Chino Loco»,multilingual_toxicity_dataset_es,train,1,el inefable kim jong-un es un «chino loco»
"El quinto chino y más famosos de todos era un macaco farsante, charlatán y faramalla, como lo “phakphakus” de hoy, quienes deambulan por los barrios populares de nuestra ciudad, ofreciendo pomadas y jarabes para curar toda enfermedad",multilingual_toxicity_dataset_es,train,1,"el quinto chino y más famosos de todos era un macaco farsante, charlatán y faramalla, como lo “phakphakus” de hoy, quienes deambulan por los barrios populares de nuestra ciudad, ofreciendo pomadas y jarabes para curar toda enfermedad"
el peligro amarillo,multilingual_toxicity_dataset_es,train,1,el peligro amarillo
"el Coronavirus es un arma biológica de la sinarquía internacional, que es una alianza entre los yanquis, los comunistas chinos, el sionismo y el Papa marxista que está usurpando el trono de Pedro en El Vaticano",multilingual_toxicity_dataset_es,train,1,"el coronavirus es un arma biológica de la sinarquía internacional, que es una alianza entre los yanquis, los comunistas chinos, el sionismo y el papa marxista que está usurpando el trono de pedro en el vaticano"
"No se avergonzaba de los desmanes de la revolución cultural, una especie de jipismo de los comunistas chinos, con una diferencia con el jipismo de occidente: que el levantamiento juvenil de los chinos fue estimulado y financiado por un Mao senescente y por la arpía de su mujer, una exbailarina sin escrúpulos que después fue juzgada y condenada",multilingual_toxicity_dataset_es,train,1,"no se avergonzaba de los desmanes de la revolución cultural, una especie de jipismo de los comunistas chinos, con una diferencia con el jipismo de occidente: que el levantamiento juvenil de los chinos fue estimulado y financiado por un mao senescente y por la arpía de su mujer, una exbailarina sin escrúpulos que después fue juzgada y condenada"
"La xenofobia la ""volvemo"" a combatir/ está pasando algo terrible en la frontera/ el ""covichino"" se empezó a descontrolar/ y ahora la gente está malaza con Rivera",multilingual_toxicity_dataset_es,train,1,"la xenofobia la ""volvemo"" a combatir/ está pasando algo terrible en la frontera/ el ""covichino"" se empezó a descontrolar/ y ahora la gente está malaza con rivera"
"el que mató todos los indios una vez/ por el bien de nuestra patria, fue Rivera/ yo me imagino que nos van a entender, si le pagamos hoy con la misma moneda/ lo mejor lo que podíamos hacer/ porque matarlos la verdad que queda feo/ es aceptar que nos los podemos criar/ y declararlos territorio brasilero",multilingual_toxicity_dataset_es,train,1,"el que mató todos los indios una vez/ por el bien de nuestra patria, fue rivera/ yo me imagino que nos van a entender, si le pagamos hoy con la misma moneda/ lo mejor lo que podíamos hacer/ porque matarlos la verdad que queda feo/ es aceptar que nos los podemos criar/ y declararlos territorio brasilero"
"Y salta, quedátelo Brasil, no te hagas más el gil si siempre fueron tuyo/ al riverense le decis China Zorrilla/ y se imagina una asiática putilla/ hacete cargo vos, nosotros no alcanzo; te pido Bolsonaro, el riverense en promedio es retardado/ te lleva un ""tuper"" si le decís hisopado",multilingual_toxicity_dataset_es,train,1,"y salta, quedátelo brasil, no te hagas más el gil si siempre fueron tuyo/ al riverense le decis china zorrilla/ y se imagina una asiática putilla/ hacete cargo vos, nosotros no alcanzo; te pido bolsonaro, el riverense en promedio es retardado/ te lleva un ""tuper"" si le decís hisopado"
"Llevaba 22 días sin bajar a la calle, focalizado en cuestiones de prevención y en la responsabilidad personal y ciudadana ante la inesperada pandemia ocasionada por el Covid-19, el virus chino-comunista que se esparció rápidamente para denigrar la vida humana a nivel local e internacional",multilingual_toxicity_dataset_es,train,1,"llevaba 22 días sin bajar a la calle, focalizado en cuestiones de prevención y en la responsabilidad personal y ciudadana ante la inesperada pandemia ocasionada por el covid-19, el virus chino-comunista que se esparció rápidamente para denigrar la vida humana a nivel local e internacional"
"La señora de mirada fatua y rostro afilado, como de cuchillo de postre, que ejerce de ministra del rimbombante Ministerio para la “transición ecológica”, aprovecha cualquier envite para decir, que a ella no le gustan los toros, y por tanto habría que suprimirlos, acaba de soltar su última parida: se siente muy preocupada por si los monos africanos resultan infectados por el traicionero virus chino",multilingual_toxicity_dataset_es,train,1,"la señora de mirada fatua y rostro afilado, como de cuchillo de postre, que ejerce de ministra del rimbombante ministerio para la “transición ecológica”, aprovecha cualquier envite para decir, que a ella no le gustan los toros, y por tanto habría que suprimirlos, acaba de soltar su última parida: se siente muy preocupada por si los monos africanos resultan infectados por el traicionero virus chino"
"Uuuuuu que alegría, de verdad que no comprendo, parece como si los chinos vinieran a traer riqueza, industria y prosperidad, asta ahora lo que traen es miseria y pandemias",multilingual_toxicity_dataset_es,train,1,"uuuuuu que alegría, de verdad que no comprendo, parece como si los chinos vinieran a traer riqueza, industria y prosperidad, asta ahora lo que traen es miseria y pandemias"
"Condenado el negro al ostracismo, la mujer blanca le convierte en el centro de sus fantasías, elevándole a la condición de dios-falo, con toda la adoración, el temor, el deseo y el odio que ello comporta",multilingual_toxicity_dataset_es,train,1,"condenado el negro al ostracismo, la mujer blanca le convierte en el centro de sus fantasías, elevándole a la condición de dios-falo, con toda la adoración, el temor, el deseo y el odio que ello comporta"
"Este complejo tiene que ver con el “Complejo de Esclavo” que es la perturbación de la conducta de algunos negros, que al oír la palabra “negro”, dijese como se dijera, piensan que se hace alusión a su condición de descendiente de esclavo y que la palabra está usada en su sentido más peyorativo",multilingual_toxicity_dataset_es,train,1,"este complejo tiene que ver con el “complejo de esclavo” que es la perturbación de la conducta de algunos negros, que al oír la palabra “negro”, dijese como se dijera, piensan que se hace alusión a su condición de descendiente de esclavo y que la palabra está usada en su sentido más peyorativo"
"Sujeto negro sin pasado de gloria será, muy probablemente, negro dócil y renegado, manipulable y humillado, anhelante de lo que nunca podrá alcanzar: la blanca apariencia del discriminador, del dominador o del blanco pobre que imita al opresor; será un negro traumatizado, condenado a manifestarse como la versión tropical del estadounidense Tío Tom; será el negro suspirando en su sempiterna añoranza de ser “blanco por dentro”, de “hacer las cosas como los blancos”",multilingual_toxicity_dataset_es,train,1,"sujeto negro sin pasado de gloria será, muy probablemente, negro dócil y renegado, manipulable y humillado, anhelante de lo que nunca podrá alcanzar: la blanca apariencia del discriminador, del dominador o del blanco pobre que imita al opresor; será un negro traumatizado, condenado a manifestarse como la versión tropical del estadounidense tío tom; será el negro suspirando en su sempiterna añoranza de ser “blanco por dentro”, de “hacer las cosas como los blancos”"
Eh negro! Vuelve a la selva!,multilingual_toxicity_dataset_es,train,1,eh negro! vuelve a la selva!
"el clamor social contra criminales tan abyectos como Ana Julia Quezada se debe a que se trata de ""una mujer, inmigrante y negra""",multilingual_toxicity_dataset_es,train,1,"el clamor social contra criminales tan abyectos como ana julia quezada se debe a que se trata de ""una mujer, inmigrante y negra"""
