text,dataset_source,use_for,label,text_clean
"que asco de gente dios, que busquen el significado de hembrismo y de feminismo y luego hablan",multilingual_paradetox_es,analysis,,"que asco de gente dios, que busquen el significado de hembrismo y de feminismo y luego hablan"
"Los políticos lo toleran todo lo que no va contra ellos, baste fijarse en Iglesias, con su casoplón.",multilingual_paradetox_es,analysis,,"los políticos lo toleran todo lo que no va contra ellos, baste fijarse en iglesias, con su casoplón."
Aquí va una canción para todos y cada uno de los putos fascistas del PP… Fuck You de Lily Allen,multilingual_paradetox_es,analysis,,aquí va una canción para todos y cada uno de los putos fascistas del pp… fuck you de lily allen
"Está viniendo lo mejor de cada casa para mejorar el país, sin duda alguna.",multilingual_paradetox_es,analysis,,"está viniendo lo mejor de cada casa para mejorar el país, sin duda alguna."
Que cabron el que publicó la foto de los finalistas de master chef😡😂😂,multilingual_paradetox_es,analysis,,que cabron el que publicó la foto de los finalistas de master chef😡😂😂
qué bonito es ver a fachas rabiar dios me ahogo,multilingual_paradetox_es,analysis,,qué bonito es ver a fachas rabiar dios me ahogo
Cuánto facha de mierda en una mención voy a vomitar,multilingual_paradetox_es,analysis,,cuánto facha de mierda en una mención voy a vomitar
Pero sois periodistas o idiotas? Aún estando en catalán pone Franquismo!,multilingual_paradetox_es,analysis,,pero sois periodistas o idiotas? aún estando en catalán pone franquismo!
hay que ser hp para robar un zumo en alta mar.,multilingual_paradetox_es,analysis,,hay que ser hp para robar un zumo en alta mar.
La última mamarrachada de EA es tremenda.,multilingual_paradetox_es,analysis,,la última mamarrachada de ea es tremenda.
"Es su cultura y hay que respetarla. Un abrazo desde Ronda, Málaga.",multilingual_paradetox_es,analysis,,"es su cultura y hay que respetarla. un abrazo desde ronda, málaga."
¿Van a seguir con el mismo tema de los comediantes mediocres?,multilingual_paradetox_es,analysis,,¿van a seguir con el mismo tema de los comediantes mediocres?
no te sale bien el catalán prueba en francés... chupala hijo puta 😂😂😂,multilingual_paradetox_es,analysis,,no te sale bien el catalán prueba en francés... chupala hijo puta 😂😂😂
Antes me como un whopper que decir algo bueno del subnormal ese,multilingual_paradetox_es,analysis,,antes me como un whopper que decir algo bueno del subnormal ese
Daros prisa. La memoria histórica de Carmena cambiará el nombre por el de cualquier payaso podemita,multilingual_paradetox_es,analysis,,daros prisa. la memoria histórica de carmena cambiará el nombre por el de cualquier payaso podemita
"Ya venís en manada a quejaros, anda a tomarte una mArandina.   ",multilingual_paradetox_es,analysis,,"ya venís en manada a quejaros, anda a tomarte una marandina."
son sus costumbres y hay que respetarlas..,multilingual_paradetox_es,analysis,,son sus costumbres y hay que respetarlas..
"Mamona, tengan la mierda que tengan ellos, lo nuestro sigue siendo igual de lamentable",multilingual_paradetox_es,analysis,,"mamona, tengan la mierda que tengan ellos, lo nuestro sigue siendo igual de lamentable"
"Han quedado los últimos   ""Gran mayoría""  Además de facha, tonto.",multilingual_paradetox_es,analysis,,"han quedado los últimos ""gran mayoría"" además de facha, tonto."
El dia que morais todos los fachas podre palmarla tranquilo ...,multilingual_paradetox_es,analysis,,el dia que morais todos los fachas podre palmarla tranquilo ...
No he leído a una sola mujer quejarse de twitt solo a los de siempre....los machirulos fachas ...que asquito,multilingual_paradetox_es,analysis,,no he leído a una sola mujer quejarse de twitt solo a los de siempre....los machirulos fachas ...que asquito
"Aquí Piatti que no metía un puto gol y en el Español, lleva ya unos cuantos, mamón. ☹️",multilingual_paradetox_es,analysis,,"aquí piatti que no metía un puto gol y en el español, lleva ya unos cuantos, mamón. ☹️"
"Ahora pides asilo político HDP, ahora las escorias oficialistas pidiendo asilo que tal.",multilingual_paradetox_es,analysis,,"ahora pides asilo político hdp, ahora las escorias oficialistas pidiendo asilo que tal."
"Encima cacho parguela te pones de gilipollas con ella, subnormal",multilingual_paradetox_es,analysis,,"encima cacho parguela te pones de gilipollas con ella, subnormal"
"Que alguien se lo impida, que todavía les quedan pensiones por pagar.",multilingual_paradetox_es,analysis,,"que alguien se lo impida, que todavía les quedan pensiones por pagar."
y el drama con el guiri de mierda de seamus en eurovision super living,multilingual_paradetox_es,analysis,,y el drama con el guiri de mierda de seamus en eurovision super living
"Cada vez, la situación del país está en la mierda la de mierdísima #FreddyGuevaraTeCAGASTE",multilingual_paradetox_es,analysis,,"cada vez, la situación del país está en la mierda la de mierdísima #freddyguevaratecagaste"
Ghostt subnormal se nota a la legua que eres tú el ... — Mira como llora el puto bizco,multilingual_paradetox_es,analysis,,ghostt subnormal se nota a la legua que eres tú el ... — mira como llora el puto bizco
tu respuesta dice que no crees que el catalán tendría que ser de obligatorio entendimiento. Eres un puto…,multilingual_paradetox_es,analysis,,tu respuesta dice que no crees que el catalán tendría que ser de obligatorio entendimiento. eres un puto…
"Lo trataré con el trato maricon, penca, discriminatorio como trató a varios de mis compañeros 😒 VIEJO CULIAO.",multilingual_paradetox_es,analysis,,"lo trataré con el trato maricon, penca, discriminatorio como trató a varios de mis compañeros 😒 viejo culiao."
no podia esperar a llegar a tierra para ponerse manos a la. obra,multilingual_paradetox_es,analysis,,no podia esperar a llegar a tierra para ponerse manos a la. obra
"En ESPAÑA tenemos un Gobierno PSOE-UP, asi que simplemente estamos DISFRUTANDO LO VOTADO.",multilingual_paradetox_es,analysis,,"en españa tenemos un gobierno psoe-up, asi que simplemente estamos disfrutando lo votado."
Hay gente dándose cuenta de que Hamilton es imbécil en pleno 2020.,multilingual_paradetox_es,analysis,,hay gente dándose cuenta de que hamilton es imbécil en pleno 2020.
"Veo el tweet y digo ""mira un subnormal"" pero veo los reply y no, son unos cuantos más.",multilingual_paradetox_es,analysis,,"veo el tweet y digo ""mira un subnormal"" pero veo los reply y no, son unos cuantos más."
No los vio el open arms,multilingual_paradetox_es,analysis,,no los vio el open arms
"Me gustaría saber lo que tú harías, si te llegará a pasar a ti. Eres el típico charlatán de feria.",multilingual_paradetox_es,analysis,,"me gustaría saber lo que tú harías, si te llegará a pasar a ti. eres el típico charlatán de feria."
Porque usted es un hombre de bien y con valores. Esos otros son alimañas y 0,multilingual_paradetox_es,analysis,,porque usted es un hombre de bien y con valores. esos otros son alimañas y 0
Un Catalan a clasificado al Barça  Cabroooooonnn,multilingual_paradetox_es,analysis,,un catalan a clasificado al barça cabroooooonnn
"Jajajajaja turco, subnormal, cuñado e español madremía.... PLENOOOO",multilingual_paradetox_es,analysis,,"jajajajaja turco, subnormal, cuñado e español madremía.... plenoooo"
"Lo mejor, es que ya lo tenemos aquí y tenemos que mantenerlo en la cárcel, gracias",multilingual_paradetox_es,analysis,,"lo mejor, es que ya lo tenemos aquí y tenemos que mantenerlo en la cárcel, gracias"
"- Porque se que es la única forma que me visiten todos los fines de semana, borrachos malparidos",multilingual_paradetox_es,analysis,,"- porque se que es la única forma que me visiten todos los fines de semana, borrachos malparidos"
Daniel has muerto o algo no te veo twittear como un subnormal,multilingual_paradetox_es,analysis,,daniel has muerto o algo no te veo twittear como un subnormal
"Pinche gobierno de mierda, no ayudan pero como estorban HDSPM.",multilingual_paradetox_es,analysis,,"pinche gobierno de mierda, no ayudan pero como estorban hdspm."
"Los gallegos viejos, en gran parte, son basura franquista.  Entre los jóvenes ya hay mucha más dignidad.",multilingual_paradetox_es,analysis,,"los gallegos viejos, en gran parte, son basura franquista. entre los jóvenes ya hay mucha más dignidad."
Muchas veces en sus carceles sobornan a gente y viven como reyes.,multilingual_paradetox_es,analysis,,muchas veces en sus carceles sobornan a gente y viven como reyes.
Cómo estará el país para que ni los moros quieran estar,multilingual_paradetox_es,analysis,,cómo estará el país para que ni los moros quieran estar
"Ah, porque se va y viene la hija puta. Están haciendo el subnormal apagando y encendiendo",multilingual_paradetox_es,analysis,,"ah, porque se va y viene la hija puta. están haciendo el subnormal apagando y encendiendo"
"Son los mismos miserables de siempre, porque sera que siempre votan negativo a este tipo de noticias.......",multilingual_paradetox_es,analysis,,"son los mismos miserables de siempre, porque sera que siempre votan negativo a este tipo de noticias......."
"Una paguita para ese hombre, que se ve con ganas de integrarse y aceptar nuestras reglas/costumbres.",multilingual_paradetox_es,analysis,,"una paguita para ese hombre, que se ve con ganas de integrarse y aceptar nuestras reglas/costumbres."
"Eso no lo sabemos, puede que vinieran de pequeños. Si es asi, expulsión.",multilingual_paradetox_es,analysis,,"eso no lo sabemos, puede que vinieran de pequeños. si es asi, expulsión."
#YoSoyAnonymousUE basta de absurda represión victimista por parte del Estado Fascista,multilingual_paradetox_es,analysis,,#yosoyanonymousue basta de absurda represión victimista por parte del estado fascista
Ahora tampoco respetaréis la democracia fascistas de mierda???,multilingual_paradetox_es,analysis,,ahora tampoco respetaréis la democracia fascistas de mierda???
Y los otros haciéndose los traumados cuando no dudarían en hacer eso mismo,multilingual_paradetox_es,analysis,,y los otros haciéndose los traumados cuando no dudarían en hacer eso mismo
"El homófobo #obispo de #Cordoba recomienda rezar más en vacaciones [y follar menos, claro].  vía",multilingual_paradetox_es,analysis,,"el homófobo #obispo de #cordoba recomienda rezar más en vacaciones [y follar menos, claro]. vía"
Supongo que Perro le dará asilo en la Moncloa ,multilingual_paradetox_es,analysis,,supongo que perro le dará asilo en la moncloa
"al guadalquivir primooo! Sigue insultando por internet, que eres un gitano falso.",multilingual_paradetox_es,analysis,,"al guadalquivir primooo! sigue insultando por internet, que eres un gitano falso."
Pero que mierda estas hablando subnormal de los cojones MAMAAAAAAAA GORDOOOOOOOO.,multilingual_paradetox_es,analysis,,pero que mierda estas hablando subnormal de los cojones mamaaaaaaaa gordoooooooo.
"En España los invasores tienen más derechos que los españoles, pura mierda trae Ebrard y López.",multilingual_paradetox_es,analysis,,"en españa los invasores tienen más derechos que los españoles, pura mierda trae ebrard y lópez."
"La historia reconocerá que fue el más pelele , inepto e hijo de puta presidente de la historia .",multilingual_paradetox_es,analysis,,"la historia reconocerá que fue el más pelele , inepto e hijo de puta presidente de la historia ."
"lástima que sea un fascista, un machista, un subnormal y odie Catalunya",multilingual_paradetox_es,analysis,,"lástima que sea un fascista, un machista, un subnormal y odie catalunya"
Tanto que hablan de Pinochet y los gringos y estos hijueputas son iguales o peores.,multilingual_paradetox_es,analysis,,tanto que hablan de pinochet y los gringos y estos hijueputas son iguales o peores.
Blocs y a otra cosa No le des publicidad al monguer,multilingual_paradetox_es,analysis,,blocs y a otra cosa no le des publicidad al monguer
Puto perroflautas que man rayao el mercedes,multilingual_paradetox_es,analysis,,puto perroflautas que man rayao el mercedes
Puta prensa deportiva saliendo en defensa de un puto ultraderechista,multilingual_paradetox_es,analysis,,puta prensa deportiva saliendo en defensa de un puto ultraderechista
Asumen tu género por tu apariencia física. Son unos fascistas transfobos y homófobos.,multilingual_paradetox_es,analysis,,asumen tu género por tu apariencia física. son unos fascistas transfobos y homófobos.
... — putos rojos de mierda macho,multilingual_paradetox_es,analysis,,... — putos rojos de mierda macho
"Qué bien. Hay que ver con los ingenieros, doctores y demás cracks que nos llegan...",multilingual_paradetox_es,analysis,,"qué bien. hay que ver con los ingenieros, doctores y demás cracks que nos llegan..."
"La democracia española y la interpretación libre de sus leyes en manos de fascistas. 6D, nada que celebrar.",multilingual_paradetox_es,analysis,,"la democracia española y la interpretación libre de sus leyes en manos de fascistas. 6d, nada que celebrar."
"Tu eres subnormal, no refinado, no confundas términos.",multilingual_paradetox_es,analysis,,"tu eres subnormal, no refinado, no confundas términos."
"Sí, para que lo suelten a la media hora. Alguien que hace eso sólo aprende de una manera.",multilingual_paradetox_es,analysis,,"sí, para que lo suelten a la media hora. alguien que hace eso sólo aprende de una manera."
"Lagarder ya era un puto subnormal, solo que hoy quiere que quede patente.",multilingual_paradetox_es,analysis,,"lagarder ya era un puto subnormal, solo que hoy quiere que quede patente."
La patada JAJAJAJAJA MUERE SUBNORMAL  😂😂😂😂,multilingual_paradetox_es,analysis,,la patada jajajajaja muere subnormal 😂😂😂😂
Venga silenciame ya verás tú cuánto me preocupo SUBNORMAL,multilingual_paradetox_es,analysis,,venga silenciame ya verás tú cuánto me preocupo subnormal
"Muy despreciados,siiii,pero todos vestidos de alta costura española o extranjera como la derechona burguesa verdad,…",multilingual_paradetox_es,analysis,,"muy despreciados,siiii,pero todos vestidos de alta costura española o extranjera como la derechona burguesa verdad,…"
Son sus costumbres y hay que respetarlas,multilingual_paradetox_es,analysis,,son sus costumbres y hay que respetarlas
"No busquéis más, ya tenemos al tonto del hilo.",multilingual_paradetox_es,analysis,,"no busquéis más, ya tenemos al tonto del hilo."
Con el Zumo no se juega.,multilingual_paradetox_es,analysis,,con el zumo no se juega.
No te acerques que me tiznas le dijo la sarten al cazo... 😂 Los más fascistas de la izquierda,multilingual_paradetox_es,analysis,,no te acerques que me tiznas le dijo la sarten al cazo... 😂 los más fascistas de la izquierda
"Pero pedazo de subnormal, prefieres a Charlotte antes que Lana.",multilingual_paradetox_es,analysis,,"pero pedazo de subnormal, prefieres a charlotte antes que lana."
"Te lo llama hasta tu cuñado. Pero no sufras, ¿quién no tiene un mongolo en la familia?",multilingual_paradetox_es,analysis,,"te lo llama hasta tu cuñado. pero no sufras, ¿quién no tiene un mongolo en la familia?"
"Pues un héroe el que se bebió el zumo, de no haberlo hecho este estaría vendiendo corbatas por los bares",multilingual_paradetox_es,analysis,,"pues un héroe el que se bebió el zumo, de no haberlo hecho este estaría vendiendo corbatas por los bares"
Me acojona ver a la derecha rancia pidiendo #BoicotALosGoya Más incultura seguirá formando fascistas como ellos... ➕Cine ➖Toros #Españistán,multilingual_paradetox_es,analysis,,me acojona ver a la derecha rancia pidiendo #boicotalosgoya más incultura seguirá formando fascistas como ellos... ➕cine ➖toros #españistán
🚨🚨 Los okupas causan graves disturbios en Santiago y el alcalde 'podemita' les respalda ➡️  ASQUEROSO,multilingual_paradetox_es,analysis,,🚨🚨 los okupas causan graves disturbios en santiago y el alcalde 'podemita' les respalda ➡️ asqueroso
te has equivocado de captura subnormal,multilingual_paradetox_es,analysis,,te has equivocado de captura subnormal
Pero el calentamiento global son COSAS DE HIPPIES Y PERROFLAUTAS,multilingual_paradetox_es,analysis,,pero el calentamiento global son cosas de hippies y perroflautas
Tú debes de ser un facha costalero del PPodrido.,multilingual_paradetox_es,analysis,,tú debes de ser un facha costalero del ppodrido.
La derechona sale a dar una vuelta por Barcelona.  vía,multilingual_paradetox_es,analysis,,la derechona sale a dar una vuelta por barcelona. vía
Que ganas de que metan al peluo en la carcel por subnormal😆😆😆,multilingual_paradetox_es,analysis,,que ganas de que metan al peluo en la carcel por subnormal😆😆😆
"Mejores Autopistas?, Ese mancito Gómez dónde vive?, Seguro es un sureñito Petrista 😕🤘",multilingual_paradetox_es,analysis,,"mejores autopistas?, ese mancito gómez dónde vive?, seguro es un sureñito petrista 😕🤘"
ya esta el subnormal de luis enrique jodiendome apuestas sin poner a suarez,multilingual_paradetox_es,analysis,,ya esta el subnormal de luis enrique jodiendome apuestas sin poner a suarez
"No a los politicos de mierda, nunca mas.",multilingual_paradetox_es,analysis,,"no a los politicos de mierda, nunca mas."
🚨🚨 Los okupas causan graves disturbios en Santiago y el alcalde 'podemita' les respalda ➡️  SON GENTUZA,multilingual_paradetox_es,analysis,,🚨🚨 los okupas causan graves disturbios en santiago y el alcalde 'podemita' les respalda ➡️ son gentuza
imagina y todo fue por entrar con una maleta en un museo. Putos nazis,multilingual_paradetox_es,analysis,,imagina y todo fue por entrar con una maleta en un museo. putos nazis
Expulsado #Guillermo Un mamarracho Herrera 💩,multilingual_paradetox_es,analysis,,expulsado #guillermo un mamarracho herrera 💩
"Llévenlos a prisión, y una vez paguen la condena enviarlos a su país por deportación.",multilingual_paradetox_es,analysis,,"llévenlos a prisión, y una vez paguen la condena enviarlos a su país por deportación."
Otro españolazo fascista coaccionando al pueblo catalán secesionista.,multilingual_paradetox_es,analysis,,otro españolazo fascista coaccionando al pueblo catalán secesionista.
¿Y este subnormal quién es?,multilingual_paradetox_es,analysis,,¿y este subnormal quién es?
En la puta casa del chaquetero de Aliaga los tendrían que poner,multilingual_paradetox_es,analysis,,en la puta casa del chaquetero de aliaga los tendrían que poner
Estas elecciones les van a venir de perlas a los fachas de VOX.,multilingual_paradetox_es,analysis,,estas elecciones les van a venir de perlas a los fachas de vox.
"Totalmente de acuerdo con la diputada, a esos cáfres asquerosos que no los vayan a dejar devolver a Bogotá.",multilingual_paradetox_es,analysis,,"totalmente de acuerdo con la diputada, a esos cáfres asquerosos que no los vayan a dejar devolver a bogotá."
Seguro que era de pera-piña. Es el único por el que yo mataría.,multilingual_paradetox_es,analysis,,seguro que era de pera-piña. es el único por el que yo mataría.
vete a un cajero mamon,multilingual_paradetox_es,analysis,,vete a un cajero mamon
"Le pega 16 tiros y le grita ""No te muevas"", menudo subnormal.",multilingual_paradetox_es,analysis,,"le pega 16 tiros y le grita ""no te muevas"", menudo subnormal."
Ya empecé con la depresión de mierda,multilingual_paradetox_es,analysis,,ya empecé con la depresión de mierda
cuidado con estos conspiradores de mierda,multilingual_paradetox_es,analysis,,cuidado con estos conspiradores de mierda
