text,dataset_source,use_for,label,text_clean
Te das cuenta la panda de retrasados que se han puesto a soltar espumarajos?,multilingual_toxicity_explained_es,analysis,,te das cuenta la panda de retrasados que se han puesto a soltar espumarajos?
La única solución es irse de este país de mierda.,multilingual_toxicity_explained_es,analysis,,la única solución es irse de este país de mierda.
Los centros de menores no tutelados son escuelas de delincuentes.,multilingual_toxicity_explained_es,analysis,,los centros de menores no tutelados son escuelas de delincuentes.
Esto para un pedazo de retrasado como tu:,multilingual_toxicity_explained_es,analysis,,esto para un pedazo de retrasado como tu:
"fijate, todo tiene su lado bueno, hasta el puto coronabicho",multilingual_toxicity_explained_es,analysis,,"fijate, todo tiene su lado bueno, hasta el puto coronabicho"
el Partido Socialista de Andalucía son una banda de delincuentes y chorizos,multilingual_toxicity_explained_es,analysis,,el partido socialista de andalucía son una banda de delincuentes y chorizos
Los mejores los más preparados para cortar cabezas,multilingual_toxicity_explained_es,analysis,,los mejores los más preparados para cortar cabezas
Y además te apellidas Castillo. Hay que ser un charnego retrasado encima..,multilingual_toxicity_explained_es,analysis,,y además te apellidas castillo. hay que ser un charnego retrasado encima..
"Son los mejores. Paguita, alquiler y seguridad social ya. Rasistas",multilingual_toxicity_explained_es,analysis,,"son los mejores. paguita, alquiler y seguridad social ya. rasistas"
La mitad catalana borrega independentista sigue creyéndose sus mentiras.,multilingual_toxicity_explained_es,analysis,,la mitad catalana borrega independentista sigue creyéndose sus mentiras.
Este es el maricón de Aida?,multilingual_toxicity_explained_es,analysis,,este es el maricón de aida?
gummy cuando te pones subnormal eres un tocacojones,multilingual_toxicity_explained_es,analysis,,gummy cuando te pones subnormal eres un tocacojones
y snk ultima temp pronto pd rachel puta zorra la traicion no se perdona,multilingual_toxicity_explained_es,analysis,,y snk ultima temp pronto pd rachel puta zorra la traicion no se perdona
"Lo que Cuba hace, como siempre, es propaganda mentirosa para que descerebrados como Nuñez repitan como loros.",multilingual_toxicity_explained_es,analysis,,"lo que cuba hace, como siempre, es propaganda mentirosa para que descerebrados como nuñez repitan como loros."
Este wifi boliguayo de mierda,multilingual_toxicity_explained_es,analysis,,este wifi boliguayo de mierda
"los Salesianos de San Francisco de Sales, Los Marianistas y los fascistas vecinos del San Cirano nos ablandaron en exceso.",multilingual_toxicity_explained_es,analysis,,"los salesianos de san francisco de sales, los marianistas y los fascistas vecinos del san cirano nos ablandaron en exceso."
"Habla español, catalán de mierda 😋",multilingual_toxicity_explained_es,analysis,,"habla español, catalán de mierda 😋"
Por mucho que intentes ser del Madrid nunca dejaras de ser un sudaca xd,multilingual_toxicity_explained_es,analysis,,por mucho que intentes ser del madrid nunca dejaras de ser un sudaca xd
"Estaba tan bien durmiendo hasta q vino roco a despertarme, enano de mierda😒",multilingual_toxicity_explained_es,analysis,,"estaba tan bien durmiendo hasta q vino roco a despertarme, enano de mierda😒"
No creo que haya en el mundo alguien que me dé más asco y sea más subnormal que Dani Rovira.,multilingual_toxicity_explained_es,analysis,,no creo que haya en el mundo alguien que me dé más asco y sea más subnormal que dani rovira.
"Este cabron está peor que los 1,200 que están por llegar",multilingual_toxicity_explained_es,analysis,,"este cabron está peor que los 1,200 que están por llegar"
Esos comunistas nazis judeo musulmanes creyéndose los reyes de la física,multilingual_toxicity_explained_es,analysis,,esos comunistas nazis judeo musulmanes creyéndose los reyes de la física
Tu también Matt Reeves y tus putas ideas pendejas,multilingual_toxicity_explained_es,analysis,,tu también matt reeves y tus putas ideas pendejas
"Que traigan otro cargamento, necesitamos más pagapensiones son una inversión de futuro.",multilingual_toxicity_explained_es,analysis,,"que traigan otro cargamento, necesitamos más pagapensiones son una inversión de futuro."
para vos y todos los trolos panelistas putos de Fox,multilingual_toxicity_explained_es,analysis,,para vos y todos los trolos panelistas putos de fox
Yo soy así puto moro,multilingual_toxicity_explained_es,analysis,,yo soy así puto moro
"Charnego mañana salgo para ir a trabajar,  cosa que tu no sabes lo que es...",multilingual_toxicity_explained_es,analysis,,"charnego mañana salgo para ir a trabajar, cosa que tu no sabes lo que es..."
"Y a mí qué me importa lo que tú notes, facha?",multilingual_toxicity_explained_es,analysis,,"y a mí qué me importa lo que tú notes, facha?"
"unos vecinos del primero son más rojos y perroflautas que la hostia, les he dejado 6 entradas en el buzón",multilingual_toxicity_explained_es,analysis,,"unos vecinos del primero son más rojos y perroflautas que la hostia, les he dejado 6 entradas en el buzón"
Pues puede trabajar de carnicero para pagar pensiones,multilingual_toxicity_explained_es,analysis,,pues puede trabajar de carnicero para pagar pensiones
"Un cargador escaso de argumentario, parece.",multilingual_toxicity_explained_es,analysis,,"un cargador escaso de argumentario, parece."
A Emery se la devuelven por subnormal. PLANTEA A LA PROXIMA UN BUEN PARTIDO,multilingual_toxicity_explained_es,analysis,,a emery se la devuelven por subnormal. plantea a la proxima un buen partido
O sea que ahora la mafia tiene viajes de ida y vuelta,multilingual_toxicity_explained_es,analysis,,o sea que ahora la mafia tiene viajes de ida y vuelta
"A su vez que no es lo mismo ser cristiano que catolico , pero tu eres CATETA.",multilingual_toxicity_explained_es,analysis,,"a su vez que no es lo mismo ser cristiano que catolico , pero tu eres cateta."
"Olé sus huevos morenos (los del periodista). Si hablas de expulsar del pais a alguien, porque omites la nacionalidad.",multilingual_toxicity_explained_es,analysis,,"olé sus huevos morenos (los del periodista). si hablas de expulsar del pais a alguien, porque omites la nacionalidad."
"#CeseDefinitivoCPCCS estos miserables su salida del CPCCS va hacer mas rápido q su puta nombramiento,",multilingual_toxicity_explained_es,analysis,,"#cesedefinitivocpccs estos miserables su salida del cpccs va hacer mas rápido q su puta nombramiento,"
Ahora un nazi en RTVE #lahoraespinosadelosmonteros,multilingual_toxicity_explained_es,analysis,,ahora un nazi en rtve #lahoraespinosadelosmonteros
"muy ateos que sois pero bien que os gustaría ser dios, eh? malditos hipocritas",multilingual_toxicity_explained_es,analysis,,"muy ateos que sois pero bien que os gustaría ser dios, eh? malditos hipocritas"
"Hostia, como la quimioterapia, nos hace daño, pero si aguantamos lo suficiente, podemos vencer al cáncer.",multilingual_toxicity_explained_es,analysis,,"hostia, como la quimioterapia, nos hace daño, pero si aguantamos lo suficiente, podemos vencer al cáncer."
ESPAÑA CORRUPPCIÓN Derecha PP fascista franquista gobernando con 30% en España no entiende porqué Cataluña quiere Independencia y República.,multilingual_toxicity_explained_es,analysis,,españa corruppción derecha pp fascista franquista gobernando con 30% en españa no entiende porqué cataluña quiere independencia y república.
"Pues a mi me recuerda tus diversas lesiones graves y me descojono, subnormal. Acabado.",multilingual_toxicity_explained_es,analysis,,"pues a mi me recuerda tus diversas lesiones graves y me descojono, subnormal. acabado."
"Mientras tanto, la gente matandose a currar como cabrones para vivir en una puta colmena",multilingual_toxicity_explained_es,analysis,,"mientras tanto, la gente matandose a currar como cabrones para vivir en una puta colmena"
porque no tenéis a un subnormal por entrenador.,multilingual_toxicity_explained_es,analysis,,porque no tenéis a un subnormal por entrenador.
"Quién te querría besar a ti, mongolo.",multilingual_toxicity_explained_es,analysis,,"quién te querría besar a ti, mongolo."
"que asco de gente dios, que busquen el significado de hembrismo y de feminismo y luego hablan",multilingual_toxicity_explained_es,analysis,,"que asco de gente dios, que busquen el significado de hembrismo y de feminismo y luego hablan"
"Los políticos lo toleran todo lo que no va contra ellos, baste fijarse en Iglesias, con su casoplón.",multilingual_toxicity_explained_es,analysis,,"los políticos lo toleran todo lo que no va contra ellos, baste fijarse en iglesias, con su casoplón."
Aquí va una canción para todos y cada uno de los putos fascistas del PP… Fuck You de Lily Allen,multilingual_toxicity_explained_es,analysis,,aquí va una canción para todos y cada uno de los putos fascistas del pp… fuck you de lily allen
"Está viniendo lo mejor de cada casa para mejorar el país, sin duda alguna.",multilingual_toxicity_explained_es,analysis,,"está viniendo lo mejor de cada casa para mejorar el país, sin duda alguna."
Que cabron el que publicó la foto de los finalistas de master chef😡😂😂,multilingual_toxicity_explained_es,analysis,,que cabron el que publicó la foto de los finalistas de master chef😡😂😂
qué bonito es ver a fachas rabiar dios me ahogo,multilingual_toxicity_explained_es,analysis,,qué bonito es ver a fachas rabiar dios me ahogo
Cuánto facha de mierda en una mención voy a vomitar,multilingual_toxicity_explained_es,analysis,,cuánto facha de mierda en una mención voy a vomitar
Pero sois periodistas o idiotas? Aún estando en catalán pone Franquismo!,multilingual_toxicity_explained_es,analysis,,pero sois periodistas o idiotas? aún estando en catalán pone franquismo!
hay que ser hp para robar un zumo en alta mar.,multilingual_toxicity_explained_es,analysis,,hay que ser hp para robar un zumo en alta mar.
La última mamarrachada de EA es tremenda.,multilingual_toxicity_explained_es,analysis,,la última mamarrachada de ea es tremenda.
"Es su cultura y hay que respetarla. Un abrazo desde Ronda, Málaga.",multilingual_toxicity_explained_es,analysis,,"es su cultura y hay que respetarla. un abrazo desde ronda, málaga."
¿Van a seguir con el mismo tema de los comediantes mediocres?,multilingual_toxicity_explained_es,analysis,,¿van a seguir con el mismo tema de los comediantes mediocres?
no te sale bien el catalán prueba en francés... chupala hijo puta 😂😂😂,multilingual_toxicity_explained_es,analysis,,no te sale bien el catalán prueba en francés... chupala hijo puta 😂😂😂
Antes me como un whopper que decir algo bueno del subnormal ese,multilingual_toxicity_explained_es,analysis,,antes me como un whopper que decir algo bueno del subnormal ese
Daros prisa. La memoria histórica de Carmena cambiará el nombre por el de cualquier payaso podemita,multilingual_toxicity_explained_es,analysis,,daros prisa. la memoria histórica de carmena cambiará el nombre por el de cualquier payaso podemita
"Ya venís en manada a quejaros, anda a tomarte una mArandina.",multilingual_toxicity_explained_es,analysis,,"ya venís en manada a quejaros, anda a tomarte una marandina."
son sus costumbres y hay que respetarlas..,multilingual_toxicity_explained_es,analysis,,son sus costumbres y hay que respetarlas..
"Mamona, tengan la mierda que tengan ellos, lo nuestro sigue siendo igual de lamentable",multilingual_toxicity_explained_es,analysis,,"mamona, tengan la mierda que tengan ellos, lo nuestro sigue siendo igual de lamentable"
El dia que morais todos los fachas podre palmarla tranquilo ...,multilingual_toxicity_explained_es,analysis,,el dia que morais todos los fachas podre palmarla tranquilo ...
No he leído a una sola mujer quejarse de twitt solo a los de siempre....los machirulos fachas ...que asquito,multilingual_toxicity_explained_es,analysis,,no he leído a una sola mujer quejarse de twitt solo a los de siempre....los machirulos fachas ...que asquito
"Aquí Piatti que no metía un puto gol y en el Español, lleva ya unos cuantos, mamón. ☹️",multilingual_toxicity_explained_es,analysis,,"aquí piatti que no metía un puto gol y en el español, lleva ya unos cuantos, mamón. ☹️"
"Ahora pides asilo político HDP, ahora las escorias oficialistas pidiendo asilo que tal.",multilingual_toxicity_explained_es,analysis,,"ahora pides asilo político hdp, ahora las escorias oficialistas pidiendo asilo que tal."
"Encima cacho parguela te pones de gilipollas con ella, subnormal",multilingual_toxicity_explained_es,analysis,,"encima cacho parguela te pones de gilipollas con ella, subnormal"
"Que alguien se lo impida, que todavía les quedan pensiones por pagar.",multilingual_toxicity_explained_es,analysis,,"que alguien se lo impida, que todavía les quedan pensiones por pagar."
y el drama con el guiri de mierda de seamus en eurovision super living,multilingual_toxicity_explained_es,analysis,,y el drama con el guiri de mierda de seamus en eurovision super living
"Cada vez, la situación del país está en la mierda la de mierdísima #FreddyGuevaraTeCAGASTE",multilingual_toxicity_explained_es,analysis,,"cada vez, la situación del país está en la mierda la de mierdísima #freddyguevaratecagaste"
Ghostt subnormal se nota a la legua que eres tú el ... — Mira como llora el puto bizco,multilingual_toxicity_explained_es,analysis,,ghostt subnormal se nota a la legua que eres tú el ... — mira como llora el puto bizco
tu respuesta dice que no crees que el catalán tendría que ser de obligatorio entendimiento. Eres un puto…,multilingual_toxicity_explained_es,analysis,,tu respuesta dice que no crees que el catalán tendría que ser de obligatorio entendimiento. eres un puto…
"Lo trataré con el trato maricon, penca, discriminatorio como trató a varios de mis compañeros 😒 VIEJO CULIAO.",multilingual_toxicity_explained_es,analysis,,"lo trataré con el trato maricon, penca, discriminatorio como trató a varios de mis compañeros 😒 viejo culiao."
"En ESPAÑA tenemos un Gobierno PSOE-UP, asi que simplemente estamos DISFRUTANDO LO VOTADO.",multilingual_toxicity_explained_es,analysis,,"en españa tenemos un gobierno psoe-up, asi que simplemente estamos disfrutando lo votado."
Hay gente dándose cuenta de que Hamilton es imbécil en pleno 2020.,multilingual_toxicity_explained_es,analysis,,hay gente dándose cuenta de que hamilton es imbécil en pleno 2020.
No los vio el open arms,multilingual_toxicity_explained_es,analysis,,no los vio el open arms
"Me gustaría saber lo que tú harías, si te llegará a pasar a ti. Eres el típico charlatán de feria.",multilingual_toxicity_explained_es,analysis,,"me gustaría saber lo que tú harías, si te llegará a pasar a ti. eres el típico charlatán de feria."
Porque usted es un hombre de bien y con valores. Esos otros son alimañas y 0,multilingual_toxicity_explained_es,analysis,,porque usted es un hombre de bien y con valores. esos otros son alimañas y 0
"Jajajajaja turco, subnormal, cuñado e español madremía.... PLENOOOO",multilingual_toxicity_explained_es,analysis,,"jajajajaja turco, subnormal, cuñado e español madremía.... plenoooo"
"Lo mejor, es que ya lo tenemos aquí y tenemos que mantenerlo en la cárcel, gracias",multilingual_toxicity_explained_es,analysis,,"lo mejor, es que ya lo tenemos aquí y tenemos que mantenerlo en la cárcel, gracias"
Daniel has muerto o algo no te veo twittear como un subnormal,multilingual_toxicity_explained_es,analysis,,daniel has muerto o algo no te veo twittear como un subnormal
"Pinche gobierno de mierda, no ayudan pero como estorban HDSPM.",multilingual_toxicity_explained_es,analysis,,"pinche gobierno de mierda, no ayudan pero como estorban hdspm."
Muchas veces en sus carceles sobornan a gente y viven como reyes.,multilingual_toxicity_explained_es,analysis,,muchas veces en sus carceles sobornan a gente y viven como reyes.
Cómo estará el país para que ni los moros quieran estar,multilingual_toxicity_explained_es,analysis,,cómo estará el país para que ni los moros quieran estar
"Ah, porque se va y viene la hija puta. Están haciendo el subnormal apagando y encendiendo",multilingual_toxicity_explained_es,analysis,,"ah, porque se va y viene la hija puta. están haciendo el subnormal apagando y encendiendo"
"Son los mismos miserables de siempre, porque sera que siempre votan negativo a este tipo de noticias.......",multilingual_toxicity_explained_es,analysis,,"son los mismos miserables de siempre, porque sera que siempre votan negativo a este tipo de noticias......."
"Una paguita para ese hombre, que se ve con ganas de integrarse y aceptar nuestras reglas/costumbres.",multilingual_toxicity_explained_es,analysis,,"una paguita para ese hombre, que se ve con ganas de integrarse y aceptar nuestras reglas/costumbres."
"Eso no lo sabemos, puede que vinieran de pequeños. Si es asi, expulsión.",multilingual_toxicity_explained_es,analysis,,"eso no lo sabemos, puede que vinieran de pequeños. si es asi, expulsión."
#YoSoyAnonymousUE basta de absurda represión victimista por parte del Estado Fascista,multilingual_toxicity_explained_es,analysis,,#yosoyanonymousue basta de absurda represión victimista por parte del estado fascista
Ahora tampoco respetaréis la democracia fascistas de mierda???,multilingual_toxicity_explained_es,analysis,,ahora tampoco respetaréis la democracia fascistas de mierda???
Y los otros haciéndose los traumados cuando no dudarían en hacer eso mismo,multilingual_toxicity_explained_es,analysis,,y los otros haciéndose los traumados cuando no dudarían en hacer eso mismo
"al guadalquivir primooo! Sigue insultando por internet, que eres un gitano falso.",multilingual_toxicity_explained_es,analysis,,"al guadalquivir primooo! sigue insultando por internet, que eres un gitano falso."
Pero que mierda estas hablando subnormal de los cojones MAMAAAAAAAA GORDOOOOOOOO.,multilingual_toxicity_explained_es,analysis,,pero que mierda estas hablando subnormal de los cojones mamaaaaaaaa gordoooooooo.
"En España los invasores tienen más derechos que los españoles, pura mierda trae Ebrard y López.",multilingual_toxicity_explained_es,analysis,,"en españa los invasores tienen más derechos que los españoles, pura mierda trae ebrard y lópez."
"La historia reconocerá que fue el más pelele , inepto e hijo de puta presidente de la historia .",multilingual_toxicity_explained_es,analysis,,"la historia reconocerá que fue el más pelele , inepto e hijo de puta presidente de la historia ."
"lástima que sea un fascista, un machista, un subnormal y odie Catalunya",multilingual_toxicity_explained_es,analysis,,"lástima que sea un fascista, un machista, un subnormal y odie catalunya"
Tanto que hablan de Pinochet y los gringos y estos hijueputas son iguales o peores.,multilingual_toxicity_explained_es,analysis,,tanto que hablan de pinochet y los gringos y estos hijueputas son iguales o peores.
Blocs y a otra cosa No le des publicidad al monguer,multilingual_toxicity_explained_es,analysis,,blocs y a otra cosa no le des publicidad al monguer
Puto perroflautas que man rayao el mercedes,multilingual_toxicity_explained_es,analysis,,puto perroflautas que man rayao el mercedes
Puta prensa deportiva saliendo en defensa de un puto ultraderechista,multilingual_toxicity_explained_es,analysis,,puta prensa deportiva saliendo en defensa de un puto ultraderechista
Asumen tu género por tu apariencia física. Son unos fascistas transfobos y homófobos.,multilingual_toxicity_explained_es,analysis,,asumen tu género por tu apariencia física. son unos fascistas transfobos y homófobos.
... — putos rojos de mierda macho,multilingual_toxicity_explained_es,analysis,,... — putos rojos de mierda macho
"Qué bien. Hay que ver con los ingenieros, doctores y demás cracks que nos llegan...",multilingual_toxicity_explained_es,analysis,,"qué bien. hay que ver con los ingenieros, doctores y demás cracks que nos llegan..."
"La democracia española y la interpretación libre de sus leyes en manos de fascistas. 6D, nada que celebrar.",multilingual_toxicity_explained_es,analysis,,"la democracia española y la interpretación libre de sus leyes en manos de fascistas. 6d, nada que celebrar."
"Tu eres subnormal, no refinado, no confundas términos.",multilingual_toxicity_explained_es,analysis,,"tu eres subnormal, no refinado, no confundas términos."
"Sí, para que lo suelten a la media hora. Alguien que hace eso sólo aprende de una manera.",multilingual_toxicity_explained_es,analysis,,"sí, para que lo suelten a la media hora. alguien que hace eso sólo aprende de una manera."
"Lagarder ya era un puto subnormal, solo que hoy quiere que quede patente.",multilingual_toxicity_explained_es,analysis,,"lagarder ya era un puto subnormal, solo que hoy quiere que quede patente."
Venga silenciame ya verás tú cuánto me preocupo SUBNORMAL,multilingual_toxicity_explained_es,analysis,,venga silenciame ya verás tú cuánto me preocupo subnormal
"Muy despreciados,siiii,pero todos vestidos de alta costura española o extranjera como la derechona burguesa verdad,…",multilingual_toxicity_explained_es,analysis,,"muy despreciados,siiii,pero todos vestidos de alta costura española o extranjera como la derechona burguesa verdad,…"
Son sus costumbres y hay que respetarlas,multilingual_toxicity_explained_es,analysis,,son sus costumbres y hay que respetarlas
"No busquéis más, ya tenemos al tonto del hilo.",multilingual_toxicity_explained_es,analysis,,"no busquéis más, ya tenemos al tonto del hilo."
Con el Zumo no se juega.,multilingual_toxicity_explained_es,analysis,,con el zumo no se juega.
No te acerques que me tiznas le dijo la sarten al cazo... 😂 Los más fascistas de la izquierda,multilingual_toxicity_explained_es,analysis,,no te acerques que me tiznas le dijo la sarten al cazo... 😂 los más fascistas de la izquierda
"Pero pedazo de subnormal, prefieres a Charlotte antes que Lana.",multilingual_toxicity_explained_es,analysis,,"pero pedazo de subnormal, prefieres a charlotte antes que lana."
"Te lo llama hasta tu cuñado. Pero no sufras, ¿quién no tiene un mongolo en la familia?",multilingual_toxicity_explained_es,analysis,,"te lo llama hasta tu cuñado. pero no sufras, ¿quién no tiene un mongolo en la familia?"
"Pues un héroe el que se bebió el zumo, de no haberlo hecho este estaría vendiendo corbatas por los bares",multilingual_toxicity_explained_es,analysis,,"pues un héroe el que se bebió el zumo, de no haberlo hecho este estaría vendiendo corbatas por los bares"
Me acojona ver a la derecha rancia pidiendo #BoicotALosGoya Más incultura seguirá formando fascistas como ellos... ➕Cine ➖Toros #Españistán,multilingual_toxicity_explained_es,analysis,,me acojona ver a la derecha rancia pidiendo #boicotalosgoya más incultura seguirá formando fascistas como ellos... ➕cine ➖toros #españistán
🚨🚨 Los okupas causan graves disturbios en Santiago y el alcalde 'podemita' les respalda ➡️  ASQUEROSO,multilingual_toxicity_explained_es,analysis,,🚨🚨 los okupas causan graves disturbios en santiago y el alcalde 'podemita' les respalda ➡️ asqueroso
te has equivocado de captura subnormal,multilingual_toxicity_explained_es,analysis,,te has equivocado de captura subnormal
Pero el calentamiento global son COSAS DE HIPPIES Y PERROFLAUTAS,multilingual_toxicity_explained_es,analysis,,pero el calentamiento global son cosas de hippies y perroflautas
Tú debes de ser un facha costalero del PPodrido.,multilingual_toxicity_explained_es,analysis,,tú debes de ser un facha costalero del ppodrido.
La derechona sale a dar una vuelta por Barcelona. vía,multilingual_toxicity_explained_es,analysis,,la derechona sale a dar una vuelta por barcelona. vía
Que ganas de que metan al peluo en la carcel por subnormal😆😆😆,multilingual_toxicity_explained_es,analysis,,que ganas de que metan al peluo en la carcel por subnormal😆😆😆
"Mejores Autopistas?, Ese mancito Gómez dónde vive?, Seguro es un sureñito Petrista 😕🤘",multilingual_toxicity_explained_es,analysis,,"mejores autopistas?, ese mancito gómez dónde vive?, seguro es un sureñito petrista 😕🤘"
ya esta el subnormal de luis enrique jodiendome apuestas sin poner a suarez,multilingual_toxicity_explained_es,analysis,,ya esta el subnormal de luis enrique jodiendome apuestas sin poner a suarez
"No a los politicos de mierda, nunca mas.",multilingual_toxicity_explained_es,analysis,,"no a los politicos de mierda, nunca mas."
🚨🚨 Los okupas causan graves disturbios en Santiago y el alcalde 'podemita' les respalda ➡️  SON GENTUZA,multilingual_toxicity_explained_es,analysis,,🚨🚨 los okupas causan graves disturbios en santiago y el alcalde 'podemita' les respalda ➡️ son gentuza
imagina y todo fue por entrar con una maleta en un museo. Putos nazis,multilingual_toxicity_explained_es,analysis,,imagina y todo fue por entrar con una maleta en un museo. putos nazis
Expulsado #Guillermo Un mamarracho Herrera 💩,multilingual_toxicity_explained_es,analysis,,expulsado #guillermo un mamarracho herrera 💩
"Llévenlos a prisión, y una vez paguen la condena enviarlos a su país por deportación.",multilingual_toxicity_explained_es,analysis,,"llévenlos a prisión, y una vez paguen la condena enviarlos a su país por deportación."
Otro españolazo fascista coaccionando al pueblo catalán secesionista.,multilingual_toxicity_explained_es,analysis,,otro españolazo fascista coaccionando al pueblo catalán secesionista.
¿Y este subnormal quién es?,multilingual_toxicity_explained_es,analysis,,¿y este subnormal quién es?
En la puta casa del chaquetero de Aliaga los tendrían que poner,multilingual_toxicity_explained_es,analysis,,en la puta casa del chaquetero de aliaga los tendrían que poner
Estas elecciones les van a venir de perlas a los fachas de VOX.,multilingual_toxicity_explained_es,analysis,,estas elecciones les van a venir de perlas a los fachas de vox.
"Totalmente de acuerdo con la diputada, a esos cáfres asquerosos que no los vayan a dejar devolver a Bogotá.",multilingual_toxicity_explained_es,analysis,,"totalmente de acuerdo con la diputada, a esos cáfres asquerosos que no los vayan a dejar devolver a bogotá."
Seguro que era de pera-piña. Es el único por el que yo mataría.,multilingual_toxicity_explained_es,analysis,,seguro que era de pera-piña. es el único por el que yo mataría.
vete a un cajero mamon,multilingual_toxicity_explained_es,analysis,,vete a un cajero mamon
Ya empecé con la depresión de mierda,multilingual_toxicity_explained_es,analysis,,ya empecé con la depresión de mierda
cuidado con estos conspiradores de mierda,multilingual_toxicity_explained_es,analysis,,cuidado con estos conspiradores de mierda
Qué mierda esa zozobra previa a los recortes de personal.,multilingual_toxicity_explained_es,analysis,,qué mierda esa zozobra previa a los recortes de personal.
ya me han venido los 4 fachas de turno a tocarme los cojones,multilingual_toxicity_explained_es,analysis,,ya me han venido los 4 fachas de turno a tocarme los cojones
Quién es este subnormal y por qué ha soltado semejante subnormalez?,multilingual_toxicity_explained_es,analysis,,quién es este subnormal y por qué ha soltado semejante subnormalez?
Qué peste a culé esta pillando la afición madridista...,multilingual_toxicity_explained_es,analysis,,qué peste a culé esta pillando la afición madridista...
"Pues si es así, que zorras que sois.",multilingual_toxicity_explained_es,analysis,,"pues si es así, que zorras que sois."
Cuando alguien intenta manipular de manera tan burda lo que provoca es asco. Miratelo.,multilingual_toxicity_explained_es,analysis,,cuando alguien intenta manipular de manera tan burda lo que provoca es asco. miratelo.
"No pasa nada, él es el mas preparado y el mas valiente que ya lo decia la abuela Carmena.",multilingual_toxicity_explained_es,analysis,,"no pasa nada, él es el mas preparado y el mas valiente que ya lo decia la abuela carmena."
"Con Mokus y Fajardo, hay estos políticos de mierda",multilingual_toxicity_explained_es,analysis,,"con mokus y fajardo, hay estos políticos de mierda"
"Mano, puto subnormal, dos veces te lo he tenio que repetir",multilingual_toxicity_explained_es,analysis,,"mano, puto subnormal, dos veces te lo he tenio que repetir"
"Árbitro de mierda, Conmebol de mierda.",multilingual_toxicity_explained_es,analysis,,"árbitro de mierda, conmebol de mierda."
